,星期,時間,方向,里程,車速,交通量,經度,緯度
536,5,4,0,224.9,111,40,120.48488,23.830568
537,5,4,0,232.2,108,31,120.469345,23.766329
538,5,4,0,239.4,108,41,120.474915,23.702602
539,5,4,0,242.5,111,34,120.46228,23.677376
540,5,4,0,247.2,115,31,120.443115,23.639557
541,5,4,0,251.4,111,29,120.43542,23.60199
542,5,4,0,260.3,115,42,120.40559,23.52674
543,5,4,0,267.4,104,27,120.3777,23.469402
544,5,4,0,271.4,108,33,120.361565,23.436367
545,5,4,0,282.7,111,33,120.32219,23.34747
546,5,4,0,286.6,108,33,120.298706,23.320993
547,5,4,0,293.0,111,25,120.26577,23.272589
548,5,4,0,301.9,108,26,120.23642,23.197287
549,5,4,0,308.3,108,55,120.23327,23.14075
550,5,4,0,312.6,111,45,120.24768,23.104816
551,5,4,0,318.5,111,23,120.25302,23.051311
552,5,4,0,322.7,108,36,120.25,23.014172
553,5,4,0,325.2,39,36,120.24818,22.991814
554,5,4,0,328.6,104,29,120.249825,22.960903
555,5,4,0,336.6,108,32,120.27215,22.892618
556,5,4,0,339.8,111,44,120.28499,22.867418
557,5,4,0,346.0,108,45,120.31273,22.818039
558,5,4,0,355.9,108,35,120.33429,22.730904
559,5,4,0,359.0,104,37,120.32818,22.703363
560,5,4,0,364.0,104,44,120.332085,22.658892
561,5,4,0,367.6,108,43,120.33622,22.62782
562,5,4,0,369.6,97,50,120.33961,22.609428
563,5,4,0,373.6,91,6,120.32315,22.581932
564,5,4,1,0.5,86,21,121.731766,25.118786
565,5,4,1,1.7,90,36,121.72591,25.109568
566,5,4,1,2.9,93,35,121.71786,25.102837
567,5,4,1,6.1,97,35,121.69364,25.088272
568,5,4,1,9.9,106,8,121.65948,25.076263
569,5,4,1,14.7,102,30,121.61352,25.065643
570,5,4,1,15.5,104,17,121.6059,25.064753
571,5,4,1,16.3,93,10,121.59873,25.064007
572,5,4,1,18.2,97,38,121.58023,25.068987
573,5,4,1,20.6,100,25,121.55774,25.07275
574,5,4,1,24.8,100,76,121.5166,25.077631
575,5,4,1,26.4,100,65,121.50139,25.077463
576,5,4,1,29.3,100,64,121.47296,25.074797
577,5,4,1,30.5,102,20,121.46066,25.075554
578,5,4,1,33.4,97,19,121.43328,25.068727
579,5,4,1,33.9,100,35,121.428764,25.06824
580,5,4,1,37.6,97,53,121.39731,25.058666
581,5,4,1,41.3,104,50,121.36356,25.064968
582,5,4,1,44.7,104,15,121.331856,25.060125
583,5,4,1,46.7,104,42,121.317764,25.047075
584,5,4,1,49.2,100,50,121.29553,25.036482
585,5,4,1,51.1,100,64,121.28173,25.025953
586,5,4,1,53.2,97,77,121.2662,25.012943
587,5,4,1,55.7,97,41,121.24772,24.998583
588,5,4,1,57.8,99,12,121.2332,24.984413
589,5,4,1,57.9,100,26,121.23253,24.984095
590,5,4,1,61.0,100,39,121.20987,24.96525
591,5,4,1,63.3,100,31,121.195595,24.949282
592,5,4,1,66.4,99,38,121.17692,24.929544
593,5,4,1,68.1,95,24,121.16759,24.917967
594,5,4,1,69.9,104,28,121.15976,24.903297
595,5,4,1,75.0,100,58,121.11173,24.893436
596,5,4,1,88.0,104,73,121.01903,24.848719
597,5,4,1,92.8,104,52,121.01031,24.808453
598,5,4,1,95.0,104,64,121.00525,24.789621
599,5,4,1,98.0,104,46,120.99886,24.763586
600,5,4,1,104.5,104,46,120.9519,24.72713
601,5,4,1,112.3,104,31,120.90427,24.679317
602,5,4,1,129.2,108,30,120.83893,24.550442
603,5,4,1,138.9,104,31,120.781906,24.48592
604,5,4,1,146.5,104,48,120.775734,24.420513
605,5,4,1,157.2,108,40,120.72085,24.339148
606,5,4,1,162.1,108,34,120.69733,24.301186
607,5,4,1,166.4,108,42,120.691956,24.262648
608,5,4,1,169.9,104,52,120.68662,24.231537
609,5,4,1,177.4,111,34,120.63561,24.184591
610,5,4,1,180.2,109,40,120.62193,24.163706
611,5,4,1,183.9,106,36,120.61725,24.130768
612,5,4,1,190.6,111,31,120.56813,24.113571
613,5,4,1,196.0,111,47,120.52785,24.085623
614,5,4,1,201.1,111,43,120.52279,24.04064
615,5,4,1,208.9,108,31,120.50612,23.971794
616,5,4,1,215.6,109,32,120.49765,23.91277
617,5,4,1,224.9,104,39,120.48488,23.830568
618,5,4,1,232.2,115,29,120.469345,23.766329
619,5,4,1,239.4,115,32,120.474915,23.702602
620,5,4,1,242.5,111,23,120.46228,23.677376
621,5,4,1,247.2,108,24,120.443115,23.639557
622,5,4,1,251.4,111,26,120.43542,23.60199
623,5,4,1,260.3,106,30,120.40559,23.52674
624,5,4,1,267.4,111,40,120.3777,23.469402
625,5,4,1,271.4,111,23,120.361565,23.436367
626,5,4,1,282.7,108,26,120.32219,23.34747
627,5,4,1,286.6,109,26,120.298706,23.320993
628,5,4,1,293.0,111,23,120.26577,23.272589
629,5,4,1,301.9,111,22,120.23642,23.197287
630,5,4,1,308.3,115,41,120.23327,23.14075
631,5,4,1,312.6,108,32,120.24768,23.104816
632,5,4,1,318.5,104,28,120.25302,23.051311
633,5,4,1,322.7,104,33,120.25,23.014172
634,5,4,1,325.2,106,20,120.24818,22.991814
635,5,4,1,328.6,104,31,120.249825,22.960903
636,5,4,1,336.6,115,37,120.27215,22.892618
637,5,4,1,339.8,111,45,120.28499,22.867418
638,5,4,1,346.0,106,44,120.31273,22.818039
639,5,4,1,356.1,104,40,120.33376,22.728956
640,5,4,1,359.0,106,42,120.32818,22.703363
641,5,4,1,364.0,104,56,120.332085,22.658892
642,5,4,1,367.6,100,60,120.33622,22.62782
643,5,4,1,368.6,97,2,120.33665,22.61912
644,5,5,0,1.7,86,25,121.72591,25.109568
645,5,5,0,2.9,90,31,121.71786,25.102837
646,5,5,0,6.1,90,33,121.69364,25.088272
647,5,5,0,9.9,95,44,121.659424,25.076044
648,5,5,0,14.7,93,25,121.61352,25.065643
649,5,5,0,15.5,97,58,121.6059,25.064753
650,5,5,0,17.4,111,7,121.58804,25.065544
651,5,5,0,20.0,97,21,121.562515,25.070993
652,5,5,0,20.8,100,35,121.555016,25.072262
653,5,5,0,21.3,93,40,121.55036,25.073053
654,5,5,0,23.3,97,31,121.5307,25.073019
655,5,5,0,25.6,93,57,121.50911,25.078068
656,5,5,0,27.1,100,46,121.49402,25.075256
657,5,5,0,29.3,97,57,121.47296,25.074797
658,5,5,0,33.3,102,24,121.435135,25.068148
659,5,5,0,34.0,100,53,121.428055,25.068
660,5,5,0,37.6,97,72,121.39731,25.058666
661,5,5,0,41.3,100,53,121.36356,25.064968
662,5,5,0,44.7,100,21,121.33207,25.059242
663,5,5,0,46.7,97,51,121.317764,25.047075
664,5,5,0,49.2,97,56,121.29553,25.036482
665,5,5,0,51.1,104,58,121.28173,25.025953
666,5,5,0,53.2,97,51,121.2662,25.012943
667,5,5,0,55.7,100,74,121.24772,24.998583
668,5,5,0,57.9,100,23,121.23298,24.983667
669,5,5,0,58.4,97,58,121.22894,24.980558
670,5,5,0,60.8,100,19,121.21162,24.965878
671,5,5,0,63.3,100,45,121.195595,24.949282
672,5,5,0,66.4,100,42,121.17692,24.929544
673,5,5,0,68.1,100,52,121.16759,24.917967
674,5,5,0,69.9,97,42,121.15976,24.903297
675,5,5,0,75.0,100,45,121.11173,24.893436
676,5,5,0,88.0,100,63,121.01903,24.848719
677,5,5,0,92.8,102,58,121.01031,24.808453
678,5,5,0,95.6,108,49,121.00372,24.783943
679,5,5,0,97.9,104,41,120.99989,24.764414
680,5,5,0,104.5,100,46,120.9519,24.72713
681,5,5,0,112.3,106,40,120.90427,24.679317
682,5,5,0,129.2,108,47,120.83893,24.550442
683,5,5,0,138.9,108,36,120.781906,24.48592
684,5,5,0,146.5,104,46,120.775734,24.420513
685,5,5,0,157.2,100,37,120.72085,24.339148
686,5,5,0,162.1,108,41,120.69733,24.301186
687,5,5,0,166.4,108,44,120.691956,24.262648
688,5,5,0,169.9,108,60,120.68662,24.231537
689,5,5,0,177.4,104,44,120.63561,24.184591
690,5,5,0,180.2,111,35,120.62193,24.163706
691,5,5,0,183.9,108,28,120.61725,24.130768
692,5,5,0,190.6,108,32,120.56813,24.113571
693,5,5,0,196.0,108,51,120.52785,24.085623
694,5,5,0,201.1,108,48,120.52279,24.04064
695,5,5,0,208.9,106,44,120.50612,23.971794
696,5,5,0,215.6,115,33,120.49765,23.91277
697,5,5,0,224.9,111,29,120.48488,23.830568
698,5,5,0,232.2,100,45,120.469345,23.766329
699,5,5,0,239.4,115,28,120.474915,23.702602
700,5,5,0,242.5,115,35,120.46228,23.677376
701,5,5,0,247.2,115,37,120.443115,23.639557
702,5,5,0,251.4,111,45,120.43542,23.60199
703,5,5,0,260.3,108,27,120.40559,23.52674
704,5,5,0,267.4,108,35,120.3777,23.469402
705,5,5,0,271.4,111,35,120.361565,23.436367
706,5,5,0,282.7,115,26,120.32219,23.34747
707,5,5,0,286.6,108,25,120.298706,23.320993
708,5,5,0,293.0,106,34,120.26577,23.272589
709,5,5,0,301.9,108,56,120.23642,23.197287
710,5,5,0,308.3,108,21,120.23327,23.14075
711,5,5,0,312.6,111,32,120.24768,23.104816
712,5,5,0,318.5,108,38,120.25302,23.051311
713,5,5,0,322.7,104,30,120.25,23.014172
714,5,5,0,325.2,43,41,120.24818,22.991814
715,5,5,0,328.6,104,29,120.249825,22.960903
716,5,5,0,336.6,108,40,120.27215,22.892618
717,5,5,0,339.8,111,42,120.28499,22.867418
718,5,5,0,346.0,108,32,120.31273,22.818039
719,5,5,0,355.9,104,37,120.33429,22.730904
720,5,5,0,359.0,100,37,120.32818,22.703363
721,5,5,0,364.0,100,49,120.332085,22.658892
722,5,5,0,367.6,100,41,120.33622,22.62782
723,5,5,0,369.6,100,39,120.33961,22.609428
724,5,5,0,373.6,54,2,120.32315,22.581932
725,5,5,1,0.5,97,13,121.731766,25.118786
726,5,5,1,1.7,93,17,121.72591,25.109568
727,5,5,1,2.9,93,22,121.71786,25.102837
728,5,5,1,6.1,97,40,121.69364,25.088272
729,5,5,1,9.9,118,14,121.65948,25.076263
730,5,5,1,14.7,100,39,121.61352,25.065643
731,5,5,1,15.5,97,33,121.6059,25.064753
732,5,5,1,16.3,100,13,121.59873,25.064007
733,5,5,1,18.2,100,34,121.58023,25.068987
734,5,5,1,20.6,100,27,121.55774,25.07275
735,5,5,1,24.8,104,56,121.5166,25.077631
736,5,5,1,26.4,100,66,121.50139,25.077463
737,5,5,1,29.3,100,58,121.47296,25.074797
738,5,5,1,30.5,100,19,121.46066,25.075554
739,5,5,1,33.4,100,18,121.43328,25.068727
740,5,5,1,33.9,100,36,121.428764,25.06824
741,5,5,1,37.6,97,68,121.39731,25.058666
742,5,5,1,41.3,100,54,121.36356,25.064968
743,5,5,1,44.7,102,28,121.331856,25.060125
744,5,5,1,46.7,104,42,121.317764,25.047075
745,5,5,1,49.2,104,40,121.29553,25.036482
746,5,5,1,51.1,97,38,121.28173,25.025953
747,5,5,1,53.2,97,72,121.2662,25.012943
748,5,5,1,55.7,100,41,121.24772,24.998583
749,5,5,1,57.8,104,29,121.2332,24.984413
750,5,5,1,57.9,100,12,121.23253,24.984095
751,5,5,1,61.0,104,29,121.20987,24.96525
752,5,5,1,63.3,100,39,121.195595,24.949282
753,5,5,1,66.4,104,44,121.17692,24.929544
754,5,5,1,68.1,95,24,121.16759,24.917967
755,5,5,1,69.9,104,27,121.15976,24.903297
756,5,5,1,75.0,100,59,121.11173,24.893436
757,5,5,1,88.0,100,55,121.01903,24.848719
758,5,5,1,92.8,104,43,121.01031,24.808453
759,5,5,1,95.0,100,40,121.00525,24.789621
760,5,5,1,98.0,104,57,120.99886,24.763586
761,5,5,1,104.5,104,38,120.9519,24.72713
762,5,5,1,112.3,104,36,120.90427,24.679317
763,5,5,1,129.2,104,29,120.83893,24.550442
764,5,5,1,138.9,104,31,120.781906,24.48592
765,5,5,1,146.5,104,30,120.775734,24.420513
766,5,5,1,157.2,100,47,120.72085,24.339148
767,5,5,1,162.1,108,30,120.69733,24.301186
768,5,5,1,166.4,104,40,120.691956,24.262648
769,5,5,1,169.9,108,39,120.68662,24.231537
770,5,5,1,177.4,111,27,120.63561,24.184591
771,5,5,1,180.2,115,26,120.62193,24.163706
772,5,5,1,183.9,108,39,120.61725,24.130768
773,5,5,1,190.6,108,49,120.56813,24.113571
774,5,5,1,196.0,108,38,120.52785,24.085623
775,5,5,1,201.1,108,40,120.52279,24.04064
776,5,5,1,208.9,111,43,120.50612,23.971794
777,5,5,1,215.6,108,26,120.49765,23.91277
778,5,5,1,224.9,106,26,120.48488,23.830568
779,5,5,1,232.2,108,36,120.469345,23.766329
780,5,5,1,239.4,115,32,120.474915,23.702602
781,5,5,1,242.5,118,33,120.46228,23.677376
782,5,5,1,247.2,111,26,120.443115,23.639557
783,5,5,1,251.4,111,27,120.43542,23.60199
784,5,5,1,260.3,111,25,120.40559,23.52674
785,5,5,1,267.4,106,32,120.3777,23.469402
786,5,5,1,271.4,111,30,120.361565,23.436367
787,5,5,1,282.7,113,24,120.32219,23.34747
788,5,5,1,286.6,111,21,120.298706,23.320993
789,5,5,1,293.0,109,24,120.26577,23.272589
790,5,5,1,301.9,111,25,120.23642,23.197287
791,5,5,1,308.3,111,26,120.23327,23.14075
792,5,5,1,312.6,104,31,120.24768,23.104816
793,5,5,1,318.5,108,35,120.25302,23.051311
794,5,5,1,322.7,108,41,120.25,23.014172
795,5,5,1,325.2,108,37,120.24818,22.991814
796,5,5,1,328.6,109,22,120.249825,22.960903
797,5,5,1,336.6,115,39,120.27215,22.892618
798,5,5,1,339.8,108,45,120.28499,22.867418
799,5,5,1,346.0,108,45,120.31273,22.818039
800,5,5,1,356.1,104,55,120.33376,22.728956
801,5,5,1,359.0,104,48,120.32818,22.703363
802,5,5,1,364.0,104,44,120.332085,22.658892
803,5,5,1,367.6,100,47,120.33622,22.62782
804,5,5,1,368.6,93,5,120.33665,22.61912
805,5,6,0,1.7,91,20,121.72591,25.109568
806,5,6,0,2.9,93,30,121.71786,25.102837
807,5,6,0,6.1,97,32,121.69364,25.088272
808,5,6,0,9.9,97,49,121.659424,25.076044
809,5,6,0,14.7,93,33,121.61352,25.065643
810,5,6,0,15.5,97,60,121.6059,25.064753
811,5,6,0,17.4,115,18,121.58804,25.065544
812,5,6,0,20.0,104,23,121.562515,25.070993
813,5,6,0,20.8,100,32,121.555016,25.072262
814,5,6,0,21.3,97,31,121.55036,25.073053
815,5,6,0,23.3,97,35,121.5307,25.073019
816,5,6,0,25.6,93,63,121.50911,25.078068
817,5,6,0,27.1,108,29,121.49402,25.075256
818,5,6,0,29.3,100,49,121.47296,25.074797
819,5,6,0,33.3,108,19,121.435135,25.068148
820,5,6,0,34.0,104,55,121.428055,25.068
821,5,6,0,37.6,93,93,121.39731,25.058666
822,5,6,0,41.3,97,49,121.36356,25.064968
823,5,6,0,44.7,100,16,121.33207,25.059242
824,5,6,0,46.7,97,56,121.317764,25.047075
825,5,6,0,49.2,102,52,121.29553,25.036482
826,5,6,0,51.1,104,49,121.28173,25.025953
827,5,6,0,53.2,97,48,121.2662,25.012943
828,5,6,0,55.7,100,53,121.24772,24.998583
829,5,6,0,57.9,100,33,121.23298,24.983667
830,5,6,0,58.4,97,31,121.22894,24.980558
831,5,6,0,60.8,104,22,121.21162,24.965878
832,5,6,0,63.3,100,28,121.195595,24.949282
833,5,6,0,66.4,100,46,121.17692,24.929544
834,5,6,0,68.1,100,53,121.16759,24.917967
835,5,6,0,69.9,97,48,121.15976,24.903297
836,5,6,0,75.0,104,27,121.11173,24.893436
837,5,6,0,88.0,97,63,121.01903,24.848719
838,5,6,0,92.8,104,58,121.01031,24.808453
839,5,6,0,95.6,104,43,121.00372,24.783943
840,5,6,0,97.9,104,44,120.99989,24.764414
841,5,6,0,104.5,104,37,120.9519,24.72713
842,5,6,0,112.3,108,43,120.90427,24.679317
843,5,6,0,129.2,104,49,120.83893,24.550442
844,5,6,0,138.9,104,47,120.781906,24.48592
845,5,6,0,146.5,108,34,120.775734,24.420513
846,5,6,0,157.2,106,30,120.72085,24.339148
847,5,6,0,162.1,108,47,120.69733,24.301186
848,5,6,0,166.4,108,51,120.691956,24.262648
849,5,6,0,169.9,108,50,120.68662,24.231537
850,5,6,0,177.4,108,41,120.63561,24.184591
851,5,6,0,180.2,108,26,120.62193,24.163706
852,5,6,0,183.9,106,36,120.61725,24.130768
853,5,6,0,190.6,108,51,120.56813,24.113571
854,5,6,0,196.0,108,43,120.52785,24.085623
855,5,6,0,201.1,111,37,120.52279,24.04064
856,5,6,0,208.9,111,34,120.50612,23.971794
857,5,6,0,215.6,111,36,120.49765,23.91277
858,5,6,0,224.9,111,47,120.48488,23.830568
859,5,6,0,232.2,104,28,120.469345,23.766329
860,5,6,0,239.4,115,36,120.474915,23.702602
861,5,6,0,242.5,111,31,120.46228,23.677376
862,5,6,0,247.2,109,26,120.443115,23.639557
863,5,6,0,251.4,111,37,120.43542,23.60199
864,5,6,0,260.3,111,35,120.40559,23.52674
865,5,6,0,267.4,111,31,120.3777,23.469402
866,5,6,0,271.4,108,21,120.361565,23.436367
867,5,6,0,282.7,108,15,120.32219,23.34747
868,5,6,0,286.6,113,40,120.298706,23.320993
869,5,6,0,293.0,111,33,120.26577,23.272589
870,5,6,0,301.9,108,18,120.23642,23.197287
871,5,6,0,308.3,108,33,120.23327,23.14075
872,5,6,0,312.6,108,37,120.24768,23.104816
873,5,6,0,318.5,104,26,120.25302,23.051311
874,5,6,0,322.7,104,40,120.25,23.014172
875,5,6,0,325.2,57,34,120.24818,22.991814
876,5,6,0,328.6,108,18,120.249825,22.960903
877,5,6,0,336.6,106,26,120.27215,22.892618
878,5,6,0,339.8,111,30,120.28499,22.867418
879,5,6,0,346.0,106,40,120.31273,22.818039
880,5,6,0,355.9,108,40,120.33429,22.730904
881,5,6,0,359.0,102,40,120.32818,22.703363
882,5,6,0,364.0,104,40,120.332085,22.658892
883,5,6,0,367.6,108,41,120.33622,22.62782
884,5,6,0,369.6,100,33,120.33961,22.609428
885,5,6,0,373.6,86,6,120.32315,22.581932
886,5,6,1,0.5,95,22,121.731766,25.118786
887,5,6,1,1.7,93,22,121.72591,25.109568
888,5,6,1,2.9,93,27,121.71786,25.102837
889,5,6,1,6.1,97,34,121.69364,25.088272
890,5,6,1,9.9,111,3,121.65948,25.076263
891,5,6,1,14.7,100,24,121.61352,25.065643
892,5,6,1,15.5,93,24,121.6059,25.064753
893,5,6,1,16.3,108,19,121.59873,25.064007
894,5,6,1,18.2,97,30,121.58023,25.068987
895,5,6,1,20.6,100,23,121.55774,25.07275
896,5,6,1,24.8,100,57,121.5166,25.077631
897,5,6,1,26.4,100,60,121.50139,25.077463
898,5,6,1,29.3,100,56,121.47296,25.074797
899,5,6,1,30.5,100,19,121.46066,25.075554
900,5,6,1,33.4,99,14,121.43328,25.068727
901,5,6,1,33.9,100,20,121.428764,25.06824
902,5,6,1,37.6,97,59,121.39731,25.058666
903,5,6,1,41.3,104,58,121.36356,25.064968
904,5,6,1,44.7,102,28,121.331856,25.060125
905,5,6,1,46.7,100,43,121.317764,25.047075
906,5,6,1,49.2,104,42,121.29553,25.036482
907,5,6,1,51.1,97,47,121.28173,25.025953
908,5,6,1,53.2,97,57,121.2662,25.012943
909,5,6,1,55.7,93,31,121.24772,24.998583
910,5,6,1,57.8,97,34,121.2332,24.984413
911,5,6,1,57.9,100,40,121.23253,24.984095
912,5,6,1,61.0,104,31,121.20987,24.96525
913,5,6,1,63.3,100,37,121.195595,24.949282
914,5,6,1,66.4,104,40,121.17692,24.929544
915,5,6,1,68.1,93,19,121.16759,24.917967
916,5,6,1,69.9,104,23,121.15976,24.903297
917,5,6,1,75.0,100,60,121.11173,24.893436
918,5,6,1,88.0,100,59,121.01903,24.848719
919,5,6,1,92.8,104,39,121.01031,24.808453
920,5,6,1,95.0,102,44,121.00525,24.789621
921,5,6,1,98.0,104,37,120.99886,24.763586
922,5,6,1,104.5,104,48,120.9519,24.72713
923,5,6,1,112.3,104,44,120.90427,24.679317
924,5,6,1,129.2,100,35,120.83893,24.550442
925,5,6,1,138.9,104,29,120.781906,24.48592
926,5,6,1,146.5,108,34,120.775734,24.420513
927,5,6,1,157.2,106,34,120.72085,24.339148
928,5,6,1,162.1,108,39,120.69733,24.301186
929,5,6,1,166.4,111,47,120.691956,24.262648
930,5,6,1,169.9,104,41,120.68662,24.231537
931,5,6,1,177.4,113,30,120.63561,24.184591
932,5,6,1,180.2,111,35,120.62193,24.163706
933,5,6,1,183.9,108,26,120.61725,24.130768
934,5,6,1,190.6,111,40,120.56813,24.113571
935,5,6,1,196.0,108,42,120.52785,24.085623
936,5,6,1,201.1,108,39,120.52279,24.04064
937,5,6,1,208.9,115,38,120.50612,23.971794
938,5,6,1,215.6,111,38,120.49765,23.91277
939,5,6,1,224.9,106,34,120.48488,23.830568
940,5,6,1,232.2,111,29,120.469345,23.766329
941,5,6,1,239.4,111,23,120.474915,23.702602
942,5,6,1,242.5,111,22,120.46228,23.677376
943,5,6,1,247.2,111,31,120.443115,23.639557
944,5,6,1,251.4,111,23,120.43542,23.60199
945,5,6,1,260.3,108,22,120.40559,23.52674
946,5,6,1,267.4,111,27,120.3777,23.469402
947,5,6,1,271.4,109,26,120.361565,23.436367
948,5,6,1,282.7,104,36,120.32219,23.34747
949,5,6,1,286.6,115,25,120.298706,23.320993
950,5,6,1,293.0,111,27,120.26577,23.272589
951,5,6,1,301.9,111,27,120.23642,23.197287
952,5,6,1,308.3,111,30,120.23327,23.14075
953,5,6,1,312.6,108,31,120.24768,23.104816
954,5,6,1,318.5,104,35,120.25302,23.051311
955,5,6,1,322.7,104,32,120.25,23.014172
956,5,6,1,325.2,104,20,120.24818,22.991814
957,5,6,1,328.6,111,36,120.249825,22.960903
958,5,6,1,336.6,111,35,120.27215,22.892618
959,5,6,1,339.8,109,34,120.28499,22.867418
960,5,6,1,346.0,104,46,120.31273,22.818039
961,5,6,1,356.1,100,38,120.33376,22.728956
962,5,6,1,359.0,104,33,120.32818,22.703363
963,5,6,1,364.0,108,33,120.332085,22.658892
964,5,6,1,367.6,100,35,120.33622,22.62782
965,5,6,1,368.6,118,2,120.33665,22.61912
966,5,7,0,1.7,97,23,121.72591,25.109568
967,5,7,0,2.9,93,31,121.71786,25.102837
968,5,7,0,6.1,93,38,121.69364,25.088272
969,5,7,0,9.9,97,60,121.659424,25.076044
970,5,7,0,14.7,99,22,121.61352,25.065643
971,5,7,0,15.5,100,53,121.6059,25.064753
972,5,7,0,17.4,117,12,121.58804,25.065544
973,5,7,0,20.0,97,16,121.562515,25.070993
974,5,7,0,20.8,100,18,121.555016,25.072262
975,5,7,0,21.3,97,43,121.55036,25.073053
976,5,7,0,23.3,93,32,121.5307,25.073019
977,5,7,0,25.6,97,48,121.50911,25.078068
978,5,7,0,27.1,97,24,121.49402,25.075256
979,5,7,0,29.3,97,73,121.47296,25.074797
980,5,7,0,33.3,102,18,121.435135,25.068148
981,5,7,0,34.0,97,61,121.428055,25.068
982,5,7,0,37.6,93,79,121.39731,25.058666
983,5,7,0,41.3,100,53,121.36356,25.064968
984,5,7,0,44.7,99,26,121.33207,25.059242
985,5,7,0,46.7,97,47,121.317764,25.047075
986,5,7,0,49.2,97,42,121.29553,25.036482
987,5,7,0,51.1,104,42,121.28173,25.025953
988,5,7,0,53.2,100,33,121.2662,25.012943
989,5,7,0,55.7,100,60,121.24772,24.998583
990,5,7,0,57.9,104,24,121.23298,24.983667
991,5,7,0,58.4,100,46,121.22894,24.980558
992,5,7,0,60.8,104,9,121.21162,24.965878
993,5,7,0,63.3,100,5,121.195595,24.949282
994,5,7,0,66.4,100,52,121.17692,24.929544
995,5,7,0,68.1,97,74,121.16759,24.917967
996,5,7,0,69.9,93,51,121.15976,24.903297
997,5,7,0,75.0,102,18,121.11173,24.893436
998,5,7,0,88.0,100,51,121.01903,24.848719
999,5,7,0,92.8,108,45,121.01031,24.808453
1000,5,7,0,95.6,111,35,121.00372,24.783943
1001,5,7,0,97.9,104,33,120.99989,24.764414
1002,5,7,0,104.5,104,28,120.9519,24.72713
1003,5,7,0,112.3,104,46,120.90427,24.679317
1004,5,7,0,129.2,104,42,120.83893,24.550442
1005,5,7,0,138.9,108,31,120.781906,24.48592
1006,5,7,0,146.5,111,36,120.775734,24.420513
1007,5,7,0,157.2,102,48,120.72085,24.339148
1008,5,7,0,162.1,108,42,120.69733,24.301186
1009,5,7,0,166.4,111,35,120.691956,24.262648
1010,5,7,0,169.9,108,38,120.68662,24.231537
1011,5,7,0,177.4,108,39,120.63561,24.184591
1012,5,7,0,180.2,104,46,120.62193,24.163706
1013,5,7,0,183.9,109,42,120.61725,24.130768
1014,5,7,0,190.6,104,37,120.56813,24.113571
1015,5,7,0,196.0,111,27,120.52785,24.085623
1016,5,7,0,201.1,111,35,120.52279,24.04064
1017,5,7,0,208.9,111,42,120.50612,23.971794
1018,5,7,0,215.6,111,47,120.49765,23.91277
1019,5,7,0,224.9,115,28,120.48488,23.830568
1020,5,7,0,232.2,111,31,120.469345,23.766329
1021,5,7,0,239.4,109,26,120.474915,23.702602
1022,5,7,0,242.5,111,34,120.46228,23.677376
1023,5,7,0,247.2,111,34,120.443115,23.639557
1024,5,7,0,251.4,108,39,120.43542,23.60199
1025,5,7,0,260.3,115,38,120.40559,23.52674
1026,5,7,0,267.4,108,17,120.3777,23.469402
1027,5,7,0,271.4,108,33,120.361565,23.436367
1028,5,7,0,282.7,111,44,120.32219,23.34747
1029,5,7,0,286.6,108,19,120.298706,23.320993
1030,5,7,0,293.0,111,21,120.26577,23.272589
1031,5,7,0,301.9,111,35,120.23642,23.197287
1032,5,7,0,308.3,108,32,120.23327,23.14075
1033,5,7,0,312.6,108,50,120.24768,23.104816
1034,5,7,0,318.5,108,41,120.25302,23.051311
1035,5,7,0,322.7,104,27,120.25,23.014172
1036,5,7,0,325.2,82,28,120.24818,22.991814
1037,5,7,0,328.6,108,21,120.249825,22.960903
1038,5,7,0,336.6,104,29,120.27215,22.892618
1039,5,7,0,339.8,108,35,120.28499,22.867418
1040,5,7,0,346.0,108,41,120.31273,22.818039
1041,5,7,0,355.9,108,38,120.33429,22.730904
1042,5,7,0,359.0,104,35,120.32818,22.703363
1043,5,7,0,364.0,111,33,120.332085,22.658892
1044,5,7,0,367.6,104,29,120.33622,22.62782
1045,5,7,0,369.6,97,25,120.33961,22.609428
1046,5,7,0,373.6,46,2,120.32315,22.581932
1047,5,7,1,0.5,93,24,121.731766,25.118786
1048,5,7,1,1.7,97,23,121.72591,25.109568
1049,5,7,1,2.9,93,27,121.71786,25.102837
1050,5,7,1,6.1,93,26,121.69364,25.088272
1051,5,7,1,9.9,111,6,121.65948,25.076263
1052,5,7,1,14.7,93,33,121.61352,25.065643
1053,5,7,1,15.5,93,30,121.6059,25.064753
1054,5,7,1,16.3,99,8,121.59873,25.064007
1055,5,7,1,18.2,97,28,121.58023,25.068987
1056,5,7,1,20.6,108,29,121.55774,25.07275
1057,5,7,1,24.8,100,59,121.5166,25.077631
1058,5,7,1,26.4,100,47,121.50139,25.077463
1059,5,7,1,29.3,104,44,121.47296,25.074797
1060,5,7,1,30.5,104,16,121.46066,25.075554
1061,5,7,1,33.4,97,12,121.43328,25.068727
1062,5,7,1,33.9,97,85,121.428764,25.06824
1063,5,7,1,37.6,97,50,121.39731,25.058666
1064,5,7,1,41.3,100,60,121.36356,25.064968
1065,5,7,1,44.7,100,20,121.331856,25.060125
1066,5,7,1,46.7,100,55,121.317764,25.047075
