,時間,里程,方向,5_車種,31_車種,32_車種,41_車種,42_車種,5_交通量,31_交通量,32_交通量,41_交通量,42_交通量,5_車速,31_車速,32_車速,41_車速,42_車速
108,1,44.0,1,5,31,32,41,42,9,61,3,2,14,5,5,5,5,5
109,1,47.95,1,5,31,32,41,42,4,41,4,0,13,5,5,5,0,5
110,1,50.15,1,5,31,32,41,42,5,43,4,1,9,5,5,5,5,5
111,1,51.3,1,5,31,32,41,42,0,21,7,1,0,0,5,5,5,0
112,1,52.15,1,5,31,32,41,42,8,43,4,1,11,5,5,5,5,5
113,1,53.2,1,5,31,32,41,42,1,5,1,0,2,1,1,1,0,1
114,1,54.45,1,5,31,32,41,42,19,73,4,2,16,5,5,5,5,5
115,1,56.75,1,5,31,32,41,42,16,45,2,2,14,5,5,5,5,5
116,1,59.4,1,5,31,32,41,42,0,4,0,0,0,0,5,0,0,0
117,1,59.45,1,5,31,32,41,42,0,27,4,1,0,0,5,5,5,0
118,1,60.55,1,5,31,32,41,42,13,37,9,2,16,5,5,5,3,5
119,1,60.6,1,5,31,32,41,42,0,15,2,0,0,0,5,5,0,0
120,1,64.85,1,5,31,32,41,42,13,45,5,0,11,5,5,5,0,5
121,1,67.25,1,5,31,32,41,42,17,46,7,0,14,5,5,5,0,5
122,1,68.0,1,5,31,32,41,42,0,24,5,1,0,0,5,5,5,0
123,1,69.0,1,5,31,32,41,42,15,19,1,0,12,5,5,5,0,5
124,1,72.45,1,5,31,32,41,42,23,20,6,0,15,5,5,5,0,5
125,1,81.5,1,5,31,32,41,42,11,57,7,1,20,5,5,5,5,5
126,1,90.4,1,5,31,32,41,42,15,56,8,2,17,5,5,5,5,5
127,1,93.9,1,5,31,32,41,42,16,33,8,1,13,5,5,5,5,5
128,1,96.5,1,5,31,32,41,42,17,34,10,1,17,5,5,5,5,5
129,1,101.25,1,5,31,32,41,42,10,37,7,2,13,5,5,5,5,5
130,1,108.4,1,5,31,32,41,42,10,27,5,3,11,5,5,5,5,5
131,1,120.75,1,5,31,32,41,42,3,31,8,1,8,5,5,5,5,5
132,1,134.05,1,5,31,32,41,42,8,26,5,1,12,5,5,5,5,5
133,1,142.7,1,5,31,32,41,42,6,34,6,3,7,5,5,5,5,5
134,1,151.85,1,5,31,32,41,42,7,38,7,3,12,5,5,5,5,5
135,1,159.65,1,5,31,32,41,42,3,40,10,3,13,5,5,5,5,5
136,1,164.25,1,5,31,32,41,42,2,35,4,2,12,5,5,5,5,5
137,1,168.15,1,5,31,32,41,42,5,53,7,0,8,5,5,5,0,5
138,1,173.65,1,5,31,32,41,42,6,40,7,3,12,5,5,5,5,5
139,1,178.8,1,5,31,32,41,42,11,29,12,2,9,5,5,5,3,5
140,1,182.05,1,5,31,32,41,42,5,39,10,1,6,5,5,5,5,5
141,1,187.25,1,5,31,32,41,42,1,30,12,4,7,5,5,5,5,5
142,1,193.3,1,5,31,32,41,42,4,30,7,3,7,5,5,5,5,5
143,1,198.55,1,5,31,32,41,42,15,35,11,2,11,5,5,5,5,5
144,1,205.0,1,5,31,32,41,42,13,45,10,2,6,5,5,5,5,5
145,1,212.25,1,5,31,32,41,42,16,46,4,1,11,5,5,5,5,5
146,1,220.25,1,5,31,32,41,42,8,34,7,2,3,5,5,5,5,5
147,1,228.55,1,5,31,32,41,42,13,34,6,0,4,5,5,5,0,5
148,1,235.8,1,5,31,32,41,42,16,41,6,0,5,5,5,5,0,5
149,1,240.95,1,5,31,32,41,42,15,43,9,0,5,5,5,5,0,5
150,1,244.85,1,5,31,32,41,42,20,35,10,1,3,5,5,5,5,5
151,1,249.3,1,5,31,32,41,42,13,33,7,1,2,5,5,5,5,5
152,1,255.85,1,5,31,32,41,42,19,19,6,2,5,5,5,5,5,5
153,1,263.85,1,5,31,32,41,42,18,18,4,2,10,5,5,5,5,5
154,1,269.4,1,5,31,32,41,42,16,28,6,2,11,5,5,5,5,5
155,1,277.05,1,5,31,32,41,42,7,23,9,2,4,5,5,5,5,5
156,1,284.65,1,5,31,32,41,42,9,36,6,4,8,5,5,5,5,5
157,1,289.8,1,5,31,32,41,42,9,36,6,2,10,5,5,5,4,5
158,1,297.45,1,5,31,32,41,42,12,34,11,0,8,5,5,5,0,5
159,1,305.1,1,5,31,32,41,42,7,38,7,0,6,5,5,5,0,5
160,1,310.45,1,5,31,32,41,42,8,34,8,2,10,5,5,5,5,5
161,1,315.55,1,5,31,32,41,42,9,43,12,1,11,5,5,5,5,5
162,1,320.6,1,5,31,32,41,42,11,43,10,1,7,5,5,5,5,5
163,1,323.95,1,5,31,32,41,42,10,37,10,0,7,5,5,5,0,5
164,1,326.9,1,5,31,32,41,42,7,22,3,0,6,5,5,5,0,5
165,1,332.6,1,5,31,32,41,42,6,37,3,0,7,5,5,5,0,5
166,1,338.2,1,5,31,32,41,42,6,43,8,0,6,5,5,5,0,5
167,1,342.9,1,5,31,32,41,42,7,34,7,1,6,5,5,5,5,5
168,1,349.75,1,5,31,32,41,42,7,45,11,1,5,5,5,5,5,5
169,1,354.8,1,5,31,32,41,42,7,44,12,0,4,5,5,5,0,5
170,1,357.55,1,5,31,32,41,42,3,48,15,1,3,4,5,5,4,5
171,1,361.5,1,5,31,32,41,42,2,47,13,0,5,5,5,5,0,5
172,1,365.8,1,5,31,32,41,42,3,41,10,0,3,5,5,5,0,5
173,1,368.1,1,5,31,32,41,42,3,37,10,0,2,5,5,5,0,4
174,1,371.1,1,5,31,32,41,42,0,4,1,0,0,0,5,5,0,0
175,2,1.1,0,5,31,32,41,42,0,24,8,0,1,0,5,5,0,4
176,2,2.3,0,5,31,32,41,42,0,28,9,0,1,0,5,5,0,4
177,2,4.5,0,5,31,32,41,42,0,41,10,0,5,0,5,5,0,5
178,2,8.0,0,5,31,32,41,42,4,66,16,0,2,3,5,5,0,4
179,2,12.3,0,5,31,32,41,42,0,29,4,0,4,0,5,5,0,4
180,2,13.65,0,5,31,32,41,42,0,17,4,0,0,0,5,5,0,0
181,2,15.1,0,5,31,32,41,42,2,56,12,0,6,4,4,4,0,5
182,2,18.4,0,5,31,32,41,42,2,37,9,0,5,5,5,5,0,4
183,2,18.7,0,5,31,32,41,42,0,22,7,0,0,0,5,5,0,0
184,2,20.4,0,5,31,32,41,42,0,29,12,0,0,0,5,5,0,0
185,2,22.3,0,5,31,32,41,42,2,30,6,0,4,5,5,5,0,5
186,2,23.95,0,5,31,32,41,42,0,29,13,0,0,0,5,5,0,0
187,2,24.45,0,5,31,32,41,42,4,53,14,3,5,5,5,5,5,5
188,2,27.45,0,5,31,32,41,42,3,69,12,4,8,5,5,5,5,5
189,2,30.2,0,5,31,32,41,42,0,25,3,0,0,0,5,5,0,0
190,2,30.55,0,5,31,32,41,42,0,8,7,0,0,0,5,5,0,0
191,2,31.65,0,5,31,32,41,42,3,65,9,4,9,5,5,5,5,5
192,2,35.8,0,5,31,32,41,42,13,65,22,2,17,5,5,5,5,5
193,2,39.0,0,5,31,32,41,42,0,28,6,0,0,0,5,5,0,0
194,2,39.35,0,5,31,32,41,42,0,72,4,0,0,0,5,5,0,0
195,2,39.45,0,5,31,32,41,42,8,30,10,1,9,5,5,5,5,5
196,2,44.0,0,5,31,32,41,42,7,42,7,1,11,4,5,5,5,4
197,2,47.95,0,5,31,32,41,42,12,50,7,0,8,5,5,5,0,5
198,2,50.15,0,5,31,32,41,42,11,45,9,0,12,5,5,5,0,5
199,2,51.3,0,5,31,32,41,42,0,21,4,1,0,0,5,5,5,0
200,2,52.15,0,5,31,32,41,42,14,33,11,0,14,5,5,5,0,5
201,2,54.45,0,5,31,32,41,42,10,45,16,1,17,5,5,5,2,5
202,2,55.7,0,5,31,32,41,42,2,3,0,0,1,0,1,0,0,0
203,2,57.05,0,5,31,32,41,42,15,33,15,0,13,5,5,5,0,5
204,2,59.35,0,5,31,32,41,42,0,23,4,2,0,0,5,5,5,0
205,2,59.6,0,5,31,32,41,42,0,8,3,0,0,0,5,5,0,0
206,2,60.6,0,5,31,32,41,42,0,6,2,0,0,0,5,3,0,0
207,2,60.85,0,5,31,32,41,42,21,28,13,0,11,5,5,5,0,5
208,2,64.85,0,5,31,32,41,42,18,38,9,0,13,5,5,5,0,5
209,2,67.25,0,5,31,32,41,42,12,34,7,0,11,5,5,5,0,5
210,2,67.9,0,5,31,32,41,42,0,33,4,2,0,0,5,5,5,0
211,2,69.0,0,5,31,32,41,42,14,28,12,0,14,5,5,5,0,5
212,2,72.45,0,5,31,32,41,42,17,28,12,0,10,5,5,5,0,5
213,2,81.5,0,5,31,32,41,42,27,43,16,1,11,5,5,5,5,5
214,2,90.4,0,5,31,32,41,42,19,44,10,3,6,5,5,5,5,5
215,2,94.2,0,5,31,32,41,42,11,33,10,3,14,5,5,5,5,5
216,2,96.75,0,5,31,32,41,42,13,38,10,2,21,4,5,5,5,5
217,2,101.2,0,5,31,32,41,42,16,39,5,0,19,5,5,5,0,5
218,2,108.4,0,5,31,32,41,42,14,31,14,0,12,5,5,5,0,5
219,2,120.75,0,5,31,32,41,42,11,41,12,0,6,5,5,5,0,5
220,2,134.05,0,5,31,32,41,42,10,41,7,1,5,5,5,5,5,5
221,2,142.7,0,5,31,32,41,42,11,35,11,1,9,5,5,5,5,5
222,2,151.85,0,5,31,32,41,42,15,33,15,0,16,4,5,5,0,5
223,2,159.65,0,5,31,32,41,42,11,34,7,0,12,5,5,5,0,5
224,2,164.25,0,5,31,32,41,42,13,28,7,4,13,5,5,5,5,5
225,2,168.15,0,5,31,32,41,42,8,29,10,3,9,5,5,5,5,5
226,2,173.65,0,5,31,32,41,42,5,35,8,1,6,5,5,5,5,5
227,2,178.8,0,5,31,32,41,42,7,20,9,1,9,5,5,5,1,5
228,2,182.05,0,5,31,32,41,42,11,20,8,0,10,5,5,5,0,5
229,2,187.25,0,5,31,32,41,42,13,26,5,1,7,5,5,5,5,5
230,2,193.3,0,5,31,32,41,42,7,31,10,0,8,5,5,5,0,5
231,2,198.55,0,5,31,32,41,42,13,62,13,0,13,5,5,5,0,5
232,2,205.0,0,5,31,32,41,42,10,60,17,0,12,5,5,5,0,5
233,2,212.25,0,5,31,32,41,42,15,48,5,1,13,5,5,5,5,5
234,2,220.25,0,5,31,32,41,42,26,41,9,1,16,4,5,5,5,5
235,2,228.55,0,5,31,32,41,42,17,45,8,2,13,5,5,5,5,5
236,2,235.8,0,5,31,32,41,42,18,32,12,0,15,5,5,5,0,5
237,2,240.95,0,5,31,32,41,42,15,36,4,0,16,5,5,5,0,5
238,2,244.85,0,5,31,32,41,42,17,40,3,0,13,5,5,5,0,5
239,2,249.3,0,5,31,32,41,42,15,44,6,1,8,4,5,5,5,5
240,2,255.85,0,5,31,32,41,42,10,27,5,1,12,4,5,5,5,5
241,2,263.85,0,5,31,32,41,42,12,20,5,0,8,5,5,5,0,5
242,2,269.4,0,5,31,32,41,42,14,27,6,2,11,5,5,5,5,5
243,2,277.05,0,5,31,32,41,42,21,22,5,2,11,5,5,5,5,4
244,2,284.65,0,5,31,32,41,42,22,22,7,0,8,5,5,5,0,5
245,2,289.8,0,5,31,32,41,42,23,23,5,1,11,5,5,5,5,5
246,2,297.45,0,5,31,32,41,42,19,20,9,0,13,5,5,5,0,5
247,2,305.1,0,5,31,32,41,42,21,22,3,1,14,5,5,5,5,5
248,2,310.45,0,5,31,32,41,42,14,32,9,0,7,5,5,5,0,5
249,2,315.55,0,5,31,32,41,42,12,28,6,0,4,5,5,5,0,5
250,2,320.6,0,5,31,32,41,42,10,28,13,0,5,5,5,5,0,5
251,2,323.95,0,5,31,32,41,42,14,37,13,0,14,4,5,5,0,5
252,2,326.9,0,5,31,32,41,42,11,36,13,1,13,4,5,5,5,5
253,2,332.6,0,5,31,32,41,42,7,40,9,1,13,5,5,5,5,5
254,2,338.2,0,5,31,32,41,42,14,40,8,0,5,5,5,5,0,5
255,2,342.9,0,5,31,32,41,42,29,55,9,0,5,5,5,5,0,5
256,2,349.75,0,5,31,32,41,42,14,61,14,0,5,5,5,5,0,5
257,2,354.7,0,5,31,32,41,42,5,49,10,1,3,4,5,5,5,5
258,2,357.45,0,5,31,32,41,42,5,44,11,1,2,4,5,5,5,4
259,2,361.5,0,5,31,32,41,42,7,45,11,2,5,5,5,5,5,4
260,2,365.8,0,5,31,32,41,42,9,58,8,0,4,5,5,5,0,5
261,2,368.6,0,5,31,32,41,42,8,54,13,0,3,5,5,5,0,5
262,2,371.6,0,5,31,32,41,42,0,4,1,0,0,0,5,4,0,0
263,2,1.1,1,5,31,32,41,42,0,11,6,0,2,0,5,5,0,5
264,2,2.3,1,5,31,32,41,42,1,21,8,0,2,5,5,5,0,5
265,2,4.5,1,5,31,32,41,42,1,30,10,0,3,5,5,5,0,5
266,2,8.0,1,5,31,32,41,42,3,34,12,0,4,5,5,5,0,4
267,2,12.3,1,5,31,32,41,42,1,18,3,0,2,5,5,5,0,5
268,2,13.1,1,5,31,32,41,42,0,13,2,0,0,0,5,5,0,0
269,2,15.1,1,5,31,32,41,42,1,38,5,0,3,5,5,5,0,5
270,2,16.85,1,5,31,32,41,42,1,28,3,0,2,5,5,5,0,5
271,2,18.45,1,5,31,32,41,42,0,13,3,1,0,0,5,5,5,0
272,2,21.5,1,5,31,32,41,42,3,24,6,0,2,4,5,5,0,5
273,2,25.55,1,5,31,32,41,42,0,44,8,0,0,0,5,5,0,0
274,2,25.6,1,5,31,32,41,42,4,64,13,0,2,5,5,5,0,5
275,2,27.85,1,5,31,32,41,42,3,59,7,0,3,5,5,5,0,5
276,2,31.6,1,5,31,32,41,42,2,57,3,3,3,5,5,5,5,5
277,2,31.95,1,5,31,32,41,42,0,12,1,0,0,0,5,5,0,0
278,2,32.2,1,5,31,32,41,42,0,23,5,0,1,0,5,5,0,5
279,2,35.75,1,5,31,32,41,42,11,82,18,5,15,4,5,5,5,5
280,2,39.05,1,5,31,32,41,42,0,18,2,0,0,0,5,5,0,0
281,2,39.3,1,5,31,32,41,42,0,33,4,2,0,0,5,5,5,0
282,2,39.45,1,5,31,32,41,42,7,43,17,3,7,3,5,5,5,4
283,2,44.0,1,5,31,32,41,42,8,44,11,0,8,5,5,5,0,5
284,2,47.95,1,5,31,32,41,42,14,41,3,0,10,5,5,5,0,5
285,2,50.15,1,5,31,32,41,42,14,43,3,0,14,5,5,5,0,5
286,2,51.3,1,5,31,32,41,42,0,17,3,0,0,0,5,5,0,0
287,2,52.15,1,5,31,32,41,42,15,43,5,0,14,5,5,5,0,5
288,2,53.2,1,5,31,32,41,42,2,3,0,0,0,1,1,0,0,0
289,2,54.45,1,5,31,32,41,42,14,62,9,1,18,5,5,5,1,5
290,2,56.75,1,5,31,32,41,42,13,40,4,0,10,5,5,5,0,5
291,2,59.4,1,5,31,32,41,42,0,7,0,0,0,0,5,0,0,0
292,2,59.45,1,5,31,32,41,42,0,24,3,1,0,0,5,5,5,0
293,2,60.55,1,5,31,32,41,42,26,47,4,2,17,5,5,5,5,5
294,2,60.6,1,5,31,32,41,42,0,7,1,0,0,0,5,5,0,0
295,2,64.85,1,5,31,32,41,42,20,38,4,3,15,5,5,5,5,5
296,2,67.25,1,5,31,32,41,42,14,47,6,3,14,5,5,5,5,5
297,2,68.0,1,5,31,32,41,42,0,34,3,0,0,0,5,5,0,0
298,2,69.0,1,5,31,32,41,42,16,24,6,2,16,5,5,5,5,5
299,2,72.45,1,5,31,32,41,42,18,21,3,0,12,5,5,5,0,5
300,2,81.5,1,5,31,32,41,42,25,56,13,1,19,5,5,5,5,5
301,2,90.4,1,5,31,32,41,42,16,51,12,2,27,5,5,5,5,5
302,2,93.9,1,5,31,32,41,42,13,35,6,1,25,5,5,5,5,5
303,2,96.5,1,5,31,32,41,42,16,41,5,1,20,5,5,5,5,5
304,2,101.25,1,5,31,32,41,42,7,33,7,1,7,5,5,5,5,5
305,2,108.4,1,5,31,32,41,42,11,36,6,2,11,5,5,5,5,5
306,2,120.75,1,5,31,32,41,42,13,24,5,2,9,5,5,5,5,5
307,2,134.05,1,5,31,32,41,42,8,34,6,1,7,5,5,5,5,5
308,2,142.7,1,5,31,32,41,42,6,22,5,1,14,5,5,5,5,5
309,2,151.85,1,5,31,32,41,42,8,28,7,3,12,5,5,5,5,5
310,2,159.65,1,5,31,32,41,42,8,29,6,4,13,5,5,5,5,5
311,2,164.25,1,5,31,32,41,42,3,38,8,3,9,5,5,5,5,5
312,2,168.15,1,5,31,32,41,42,4,43,9,2,13,5,5,5,5,5
313,2,173.65,1,5,31,32,41,42,4,39,9,1,7,5,5,5,5,5
314,2,178.8,1,5,31,32,41,42,4,29,5,2,10,5,5,5,1,5
315,2,182.05,1,5,31,32,41,42,5,32,7,3,6,5,5,5,5,5
316,2,187.25,1,5,31,32,41,42,6,42,13,1,7,5,5,5,5,5
317,2,193.3,1,5,31,32,41,42,3,43,10,2,8,5,5,5,5,5
318,2,198.55,1,5,31,32,41,42,9,37,15,4,7,5,5,5,5,5
319,2,205.0,1,5,31,32,41,42,14,42,10,1,10,5,5,5,5,5
320,2,212.25,1,5,31,32,41,42,11,43,9,2,5,5,5,5,5,5
321,2,220.25,1,5,31,32,41,42,14,34,2,1,10,5,5,5,5,5
322,2,228.55,1,5,31,32,41,42,11,38,6,2,2,5,5,5,5,5
323,2,235.8,1,5,31,32,41,42,10,36,8,0,6,5,5,5,0,5
324,2,240.95,1,5,31,32,41,42,14,31,6,0,5,5,5,5,0,5
325,2,244.85,1,5,31,32,41,42,15,33,7,0,2,5,5,5,0,5
326,2,249.3,1,5,31,32,41,42,19,42,10,1,4,5,5,5,5,5
327,2,255.85,1,5,31,32,41,42,7,22,4,1,2,5,5,5,5,5
328,2,263.85,1,5,31,32,41,42,18,19,8,1,3,5,5,5,5,5
329,2,269.4,1,5,31,32,41,42,18,29,11,1,5,5,5,5,5,5
330,2,277.05,1,5,31,32,41,42,13,29,7,2,6,5,5,5,5,5
331,2,284.65,1,5,31,32,41,42,11,36,10,1,3,5,5,5,5,5
332,2,289.8,1,5,31,32,41,42,10,28,7,3,7,5,5,5,5,5
333,2,297.45,1,5,31,32,41,42,9,39,8,2,11,5,5,5,5,5
334,2,305.1,1,5,31,32,41,42,14,34,7,0,13,5,5,5,0,5
335,2,310.45,1,5,31,32,41,42,10,37,12,0,5,5,5,5,0,5
336,2,315.55,1,5,31,32,41,42,6,26,6,2,6,5,5,5,5,5
337,2,320.6,1,5,31,32,41,42,8,34,9,1,9,5,5,5,5,5
338,2,323.95,1,5,31,32,41,42,12,33,10,1,10,5,5,5,5,5
339,2,326.9,1,5,31,32,41,42,12,35,10,1,9,4,5,5,5,5
340,2,332.6,1,5,31,32,41,42,8,30,10,0,5,5,5,5,0,5
341,2,338.2,1,5,31,32,41,42,9,33,6,0,5,5,5,5,0,5
342,2,342.9,1,5,31,32,41,42,7,46,7,0,8,5,5,5,0,5
343,2,349.75,1,5,31,32,41,42,5,40,7,1,4,4,5,5,5,3
344,2,354.8,1,5,31,32,41,42,3,49,5,0,5,4,5,5,0,5
