,時間,里程,方向,5_車種,31_車種,32_車種,41_車種,42_車種,5_交通量,31_交通量,32_交通量,41_交通量,42_交通量,5_車速,31_車速,32_車速,41_車速,42_車速
128,1,96.5,1,5,31,32,41,42,19,34,6,3,14,5,5,5,5,5
129,1,101.25,1,5,31,32,41,42,4,29,8,1,10,5,5,5,5,5
130,1,108.4,1,5,31,32,41,42,9,36,8,3,6,5,5,5,5,5
131,1,120.75,1,5,31,32,41,42,6,24,6,2,4,5,5,5,5,5
132,1,134.05,1,5,31,32,41,42,10,39,8,2,10,5,5,5,5,5
133,1,142.7,1,5,31,32,41,42,9,35,11,2,15,5,5,5,5,5
134,1,151.85,1,5,31,32,41,42,8,37,12,2,10,5,5,5,5,5
135,1,159.65,1,5,31,32,41,42,5,41,7,2,10,5,5,5,5,5
136,1,164.25,1,5,31,32,41,42,7,32,3,1,10,5,5,5,5,5
137,1,168.15,1,5,31,32,41,42,13,25,7,2,9,5,5,5,5,5
138,1,173.65,1,5,31,32,41,42,5,35,10,2,12,5,5,5,5,5
139,1,178.8,1,5,31,32,41,42,10,31,9,3,11,5,5,5,5,5
140,1,182.05,1,5,31,32,41,42,7,37,4,3,4,5,5,5,5,5
141,1,187.25,1,5,31,32,41,42,3,28,5,1,7,5,5,5,5,5
142,1,193.3,1,5,31,32,41,42,6,32,11,1,12,5,5,5,5,5
143,1,198.55,1,5,31,32,41,42,12,34,11,4,6,5,5,5,5,5
144,1,205.0,1,5,31,32,41,42,7,27,12,0,10,5,5,5,0,5
145,1,212.25,1,5,31,32,41,42,12,25,9,0,7,5,5,5,0,5
146,1,220.25,1,5,31,32,41,42,11,18,6,1,6,5,5,5,5,5
147,1,228.55,1,5,31,32,41,42,15,23,9,2,6,4,5,5,5,5
148,1,235.8,1,5,31,32,41,42,9,27,6,0,10,5,5,5,0,5
149,1,240.95,1,5,31,32,41,42,12,28,10,1,9,5,5,5,5,5
150,1,244.85,1,5,31,32,41,42,11,16,7,1,6,5,5,5,5,5
151,1,249.3,1,5,31,32,41,42,15,18,5,2,9,5,5,5,5,5
152,1,255.85,1,5,31,32,41,42,10,34,5,1,6,5,5,5,5,5
153,1,263.85,1,5,31,32,41,42,5,18,4,1,3,4,5,5,5,5
154,1,269.4,1,5,31,32,41,42,7,16,6,1,1,5,5,5,5,5
155,1,277.05,1,5,31,32,41,42,12,26,5,0,12,5,5,5,0,5
156,1,284.65,1,5,31,32,41,42,16,31,6,1,9,5,5,5,5,5
157,1,289.8,1,5,31,32,41,42,7,22,5,2,5,5,5,5,5,5
158,1,297.45,1,5,31,32,41,42,9,22,10,0,4,5,5,5,0,5
159,1,305.1,1,5,31,32,41,42,7,22,8,2,4,5,5,5,3,5
160,1,310.45,1,5,31,32,41,42,3,21,7,2,7,4,5,5,5,5
161,1,315.55,1,5,31,32,41,42,4,25,9,2,5,4,5,5,5,5
162,1,320.6,1,5,31,32,41,42,6,25,7,2,4,5,5,5,5,5
163,1,323.95,1,5,31,32,41,42,7,22,11,2,7,4,5,5,5,5
164,1,326.9,1,5,31,32,41,42,5,22,7,2,5,4,5,5,5,5
165,1,332.6,1,5,31,32,41,42,6,35,6,2,2,5,5,5,5,5
166,1,338.2,1,5,31,32,41,42,4,43,10,3,3,5,5,5,5,5
167,1,342.9,1,5,31,32,41,42,9,41,12,2,4,5,5,5,5,5
168,1,349.75,1,5,31,32,41,42,7,46,14,0,4,5,5,5,0,5
169,1,354.8,1,5,31,32,41,42,4,41,11,0,4,5,5,5,0,5
170,1,357.55,1,5,31,32,41,42,5,41,14,0,5,5,5,5,0,5
171,1,361.5,1,5,31,32,41,42,5,44,18,0,7,4,5,5,0,5
172,1,365.8,1,5,31,32,41,42,8,37,5,0,5,5,5,5,0,5
173,1,368.1,1,5,31,32,41,42,9,38,6,0,5,5,5,5,0,5
174,1,371.1,1,5,31,32,41,42,1,1,0,0,0,5,5,0,0,0
175,2,1.1,0,5,31,32,41,42,0,26,13,0,0,0,5,5,0,0
176,2,2.3,0,5,31,32,41,42,0,29,10,0,0,0,5,5,0,0
177,2,4.5,0,5,31,32,41,42,0,36,12,0,0,0,5,5,0,0
178,2,8.0,0,5,31,32,41,42,0,51,9,0,2,0,5,5,0,4
179,2,12.3,0,5,31,32,41,42,3,23,4,0,4,5,5,5,0,5
180,2,13.65,0,5,31,32,41,42,0,11,5,2,0,0,5,5,5,0
181,2,15.1,0,5,31,32,41,42,1,49,14,0,4,5,5,5,0,5
182,2,18.4,0,5,31,32,41,42,1,40,11,0,5,5,5,5,0,5
183,2,18.7,0,5,31,32,41,42,0,18,3,0,0,0,5,5,0,0
184,2,20.4,0,5,31,32,41,42,0,30,2,1,0,0,5,5,5,0
185,2,22.3,0,5,31,32,41,42,3,28,7,0,6,5,5,4,0,5
186,2,23.95,0,5,31,32,41,42,0,32,3,1,0,0,5,5,5,0
187,2,24.45,0,5,31,32,41,42,4,61,6,0,5,5,5,5,0,5
188,2,27.45,0,5,31,32,41,42,3,63,8,2,5,4,5,5,5,4
189,2,30.2,0,5,31,32,41,42,0,38,3,0,0,0,5,5,0,0
190,2,30.55,0,5,31,32,41,42,0,6,4,0,0,0,5,5,0,0
191,2,31.65,0,5,31,32,41,42,1,57,7,3,5,5,5,5,5,5
192,2,35.8,0,5,31,32,41,42,7,78,16,2,15,5,5,5,5,5
193,2,39.0,0,5,31,32,41,42,0,22,2,0,0,0,5,5,0,0
194,2,39.35,0,5,31,32,41,42,0,45,4,0,0,0,5,5,0,0
195,2,39.45,0,5,31,32,41,42,10,31,13,2,9,5,5,5,5,5
196,2,44.0,0,5,31,32,41,42,8,35,16,1,10,5,5,5,5,4
197,2,47.95,0,5,31,32,41,42,8,28,11,0,8,5,5,5,0,5
198,2,50.15,0,5,31,32,41,42,7,41,9,0,9,5,5,5,0,5
199,2,51.3,0,5,31,32,41,42,0,22,2,0,0,0,5,5,0,0
200,2,52.15,0,5,31,32,41,42,11,39,12,0,10,5,5,5,0,5
201,2,54.45,0,5,31,32,41,42,7,50,12,2,11,5,5,5,5,5
202,2,55.7,0,5,31,32,41,42,1,8,3,0,0,0,0,0,0,0
203,2,57.05,0,5,31,32,41,42,6,35,8,1,10,5,5,5,5,5
204,2,59.35,0,5,31,32,41,42,0,8,2,0,0,0,5,5,0,0
205,2,59.6,0,5,31,32,41,42,0,0,3,0,0,0,0,5,0,0
206,2,60.6,0,5,31,32,41,42,0,7,0,1,0,0,5,0,5,0
207,2,60.85,0,5,31,32,41,42,4,24,5,1,8,5,5,5,5,5
208,2,64.85,0,5,31,32,41,42,10,33,9,1,10,5,5,5,5,5
209,2,67.25,0,5,31,32,41,42,13,34,10,1,11,5,5,5,5,5
210,2,67.9,0,5,31,32,41,42,0,6,6,0,0,0,5,5,0,0
211,2,69.0,0,5,31,32,41,42,9,28,7,1,13,5,5,5,5,5
212,2,72.45,0,5,31,32,41,42,11,29,9,1,11,5,5,5,5,5
213,2,81.5,0,5,31,32,41,42,16,39,12,0,11,5,5,5,0,5
214,2,90.4,0,5,31,32,41,42,9,50,3,0,11,5,5,5,0,5
215,2,94.2,0,5,31,32,41,42,17,24,6,0,8,5,5,5,0,5
216,2,96.75,0,5,31,32,41,42,19,28,8,0,9,5,5,5,0,5
217,2,101.2,0,5,31,32,41,42,13,22,10,0,9,5,5,5,0,5
218,2,108.4,0,5,31,32,41,42,18,15,10,0,10,5,5,5,0,5
219,2,120.75,0,5,31,32,41,42,10,30,9,2,4,5,5,5,5,4
220,2,134.05,0,5,31,32,41,42,5,37,5,0,6,5,5,5,0,5
221,2,142.7,0,5,31,32,41,42,10,23,4,1,9,5,5,5,5,5
222,2,151.85,0,5,31,32,41,42,7,26,5,2,5,4,5,4,5,4
223,2,159.65,0,5,31,32,41,42,8,30,5,2,4,5,5,5,3,5
224,2,164.25,0,5,31,32,41,42,9,31,5,0,8,4,5,5,0,5
225,2,168.15,0,5,31,32,41,42,12,40,10,0,5,5,5,5,0,5
226,2,173.65,0,5,31,32,41,42,10,28,8,0,6,5,5,5,0,5
227,2,178.8,0,5,31,32,41,42,6,11,6,0,5,5,5,5,0,5
228,2,182.05,0,5,31,32,41,42,9,21,9,0,6,5,5,5,0,5
229,2,187.25,0,5,31,32,41,42,9,21,7,1,11,5,5,5,5,5
230,2,193.3,0,5,31,32,41,42,7,21,9,0,13,5,5,5,0,5
231,2,198.55,0,5,31,32,41,42,14,23,7,1,11,5,5,5,5,5
232,2,205.0,0,5,31,32,41,42,18,22,14,3,13,5,5,5,5,5
233,2,212.25,0,5,31,32,41,42,14,29,10,2,4,5,5,5,5,5
234,2,220.25,0,5,31,32,41,42,8,30,6,0,5,4,5,5,0,5
235,2,228.55,0,5,31,32,41,42,18,31,7,2,5,5,5,5,5,5
236,2,235.8,0,5,31,32,41,42,10,38,9,1,9,5,5,5,5,5
237,2,240.95,0,5,31,32,41,42,9,28,8,1,10,5,5,5,5,5
238,2,244.85,0,5,31,32,41,42,15,27,7,0,10,4,5,5,0,4
239,2,249.3,0,5,31,32,41,42,15,25,10,4,13,5,5,5,5,5
240,2,255.85,0,5,31,32,41,42,13,27,13,4,6,5,5,5,5,5
241,2,263.85,0,5,31,32,41,42,11,23,16,0,12,4,5,5,0,5
242,2,269.4,0,5,31,32,41,42,13,32,8,2,4,5,5,5,5,5
243,2,277.05,0,5,31,32,41,42,17,26,7,2,10,5,5,5,5,5
244,2,284.65,0,5,31,32,41,42,16,18,7,1,12,5,5,3,5,5
245,2,289.8,0,5,31,32,41,42,25,8,3,2,13,5,5,5,5,5
246,2,297.45,0,5,31,32,41,42,22,22,6,1,11,5,5,5,5,5
247,2,305.1,0,5,31,32,41,42,22,37,11,2,8,3,3,3,3,3
248,2,310.45,0,5,31,32,41,42,18,32,5,2,4,5,5,5,5,5
249,2,315.55,0,5,31,32,41,42,16,31,8,1,3,3,4,4,4,4
250,2,320.6,0,5,31,32,41,42,11,28,8,1,3,5,5,5,5,5
251,2,323.95,0,5,31,32,41,42,12,28,12,1,5,5,5,5,5,4
252,2,326.9,0,5,31,32,41,42,15,21,11,0,4,5,5,5,0,5
253,2,332.6,0,5,31,32,41,42,11,26,8,0,4,5,5,5,0,5
254,2,338.2,0,5,31,32,41,42,7,35,12,0,7,5,5,5,0,5
255,2,342.9,0,5,31,32,41,42,9,38,12,0,2,5,5,5,0,5
256,2,349.75,0,5,31,32,41,42,9,42,11,0,4,4,5,5,0,5
257,2,354.7,0,5,31,32,41,42,3,36,8,1,6,4,5,5,4,5
258,2,357.45,0,5,31,32,41,42,7,34,11,1,5,4,5,5,4,5
259,2,361.5,0,5,31,32,41,42,8,36,11,1,3,5,5,5,5,5
260,2,365.8,0,5,31,32,41,42,2,33,9,0,2,5,5,5,0,5
261,2,368.6,0,5,31,32,41,42,1,26,7,0,0,4,5,5,0,0
262,2,371.6,0,5,31,32,41,42,0,9,0,0,0,0,5,0,0,0
263,2,1.1,1,5,31,32,41,42,0,17,10,0,0,0,5,5,0,0
264,2,2.3,1,5,31,32,41,42,0,22,10,0,0,0,5,5,0,0
265,2,4.5,1,5,31,32,41,42,0,32,8,0,2,0,5,5,0,5
266,2,8.0,1,5,31,32,41,42,5,39,9,0,4,5,5,5,0,4
267,2,12.3,1,5,31,32,41,42,2,23,4,0,2,4,5,5,0,5
268,2,13.1,1,5,31,32,41,42,0,4,1,0,0,0,5,5,0,0
269,2,15.1,1,5,31,32,41,42,3,42,5,0,5,5,5,5,0,5
270,2,16.85,1,5,31,32,41,42,4,28,3,0,5,5,5,5,0,5
271,2,18.45,1,5,31,32,41,42,0,13,5,0,0,0,5,5,0,0
272,2,21.5,1,5,31,32,41,42,6,44,5,0,7,5,5,5,0,5
273,2,25.55,1,5,31,32,41,42,0,28,8,0,0,0,5,5,0,0
274,2,25.6,1,5,31,32,41,42,8,69,5,1,7,5,5,5,5,5
275,2,27.85,1,5,31,32,41,42,9,77,5,2,3,5,5,5,5,5
276,2,31.6,1,5,31,32,41,42,4,62,4,1,3,5,5,5,5,5
277,2,31.95,1,5,31,32,41,42,0,13,2,0,0,0,5,5,0,0
278,2,32.2,1,5,31,32,41,42,0,14,6,0,0,0,5,5,0,0
279,2,35.75,1,5,31,32,41,42,16,96,17,2,12,4,5,5,5,5
280,2,39.05,1,5,31,32,41,42,0,15,3,0,0,0,5,5,0,0
281,2,39.3,1,5,31,32,41,42,0,27,4,1,0,0,5,5,5,0
282,2,39.45,1,5,31,32,41,42,17,65,9,1,6,4,5,5,5,5
283,2,44.0,1,5,31,32,41,42,14,59,6,1,4,5,5,5,5,5
284,2,47.95,1,5,31,32,41,42,12,29,6,1,8,5,5,5,5,5
285,2,50.15,1,5,31,32,41,42,8,33,5,1,10,5,5,5,5,5
286,2,51.3,1,5,31,32,41,42,0,21,3,1,0,0,5,5,5,0
287,2,52.15,1,5,31,32,41,42,8,37,7,0,13,5,5,5,0,5
288,2,53.2,1,5,31,32,41,42,0,4,2,0,0,0,1,1,0,0
289,2,54.45,1,5,31,32,41,42,10,52,11,1,9,5,5,5,5,5
290,2,56.75,1,5,31,32,41,42,7,31,9,1,14,5,5,5,5,5
291,2,59.4,1,5,31,32,41,42,0,7,4,0,0,0,5,5,0,0
292,2,59.45,1,5,31,32,41,42,0,19,3,0,0,0,5,5,0,0
293,2,60.55,1,5,31,32,41,42,17,26,2,0,15,5,5,5,0,5
294,2,60.6,1,5,31,32,41,42,0,11,0,0,0,0,5,0,0,0
295,2,64.85,1,5,31,32,41,42,18,34,5,1,16,5,5,5,5,5
296,2,67.25,1,5,31,32,41,42,17,30,3,2,19,5,5,5,5,5
297,2,68.0,1,5,31,32,41,42,0,25,2,4,0,0,5,5,5,0
298,2,69.0,1,5,31,32,41,42,18,23,1,2,13,5,5,5,5,5
299,2,72.45,1,5,31,32,41,42,19,25,9,1,11,5,5,5,5,5
300,2,81.5,1,5,31,32,41,42,14,46,9,1,7,5,5,5,5,5
301,2,90.4,1,5,31,32,41,42,20,32,8,2,13,5,5,5,5,5
302,2,93.9,1,5,31,32,41,42,15,31,8,3,13,5,5,5,5,5
303,2,96.5,1,5,31,32,41,42,11,35,7,4,13,5,5,5,5,5
304,2,101.25,1,5,31,32,41,42,10,30,5,3,8,5,5,5,5,5
305,2,108.4,1,5,31,32,41,42,7,27,8,0,11,5,5,5,0,5
306,2,120.75,1,5,31,32,41,42,18,38,2,2,14,5,5,5,5,5
307,2,134.05,1,5,31,32,41,42,5,16,6,2,2,5,5,5,5,5
308,2,142.7,1,5,31,32,41,42,11,36,9,2,11,5,5,5,5,5
309,2,151.85,1,5,31,32,41,42,6,33,10,3,16,5,5,5,5,5
310,2,159.65,1,5,31,32,41,42,7,40,7,2,11,5,5,5,5,5
311,2,164.25,1,5,31,32,41,42,7,34,5,3,9,5,5,5,5,5
312,2,168.15,1,5,31,32,41,42,5,48,6,3,12,5,5,5,5,5
313,2,173.65,1,5,31,32,41,42,12,32,6,2,6,5,5,5,5,5
314,2,178.8,1,5,31,32,41,42,11,18,2,1,8,5,5,5,5,5
315,2,182.05,1,5,31,32,41,42,7,26,7,1,5,5,5,5,5,5
316,2,187.25,1,5,31,32,41,42,7,36,6,3,2,5,5,5,5,5
317,2,193.3,1,5,31,32,41,42,0,30,3,3,5,0,5,5,5,5
318,2,198.55,1,5,31,32,41,42,8,30,7,1,10,5,5,5,5,5
319,2,205.0,1,5,31,32,41,42,12,28,7,4,7,5,5,5,5,5
320,2,212.25,1,5,31,32,41,42,9,32,17,0,12,5,5,5,0,5
321,2,220.25,1,5,31,32,41,42,10,25,8,0,6,5,5,5,0,5
322,2,228.55,1,5,31,32,41,42,13,16,6,1,6,5,5,5,5,5
323,2,235.8,1,5,31,32,41,42,14,20,12,2,8,5,5,5,5,5
324,2,240.95,1,5,31,32,41,42,7,24,7,1,6,5,5,5,5,5
325,2,244.85,1,5,31,32,41,42,8,19,7,0,8,5,5,5,0,5
326,2,249.3,1,5,31,32,41,42,14,23,10,1,4,5,5,5,5,5
327,2,255.85,1,5,31,32,41,42,14,15,6,3,8,5,5,5,5,5
328,2,263.85,1,5,31,32,41,42,11,28,3,2,7,5,5,5,4,5
329,2,269.4,1,5,31,32,41,42,8,32,2,2,6,5,5,5,5,5
330,2,277.05,1,5,31,32,41,42,13,12,7,0,3,5,5,5,0,5
331,2,284.65,1,5,31,32,41,42,12,20,6,0,7,5,5,5,0,5
332,2,289.8,1,5,31,32,41,42,14,31,3,1,10,5,5,5,1,5
333,2,297.45,1,5,31,32,41,42,8,25,8,3,4,5,5,5,5,5
334,2,305.1,1,5,31,32,41,42,11,21,7,1,6,5,5,5,5,3
335,2,310.45,1,5,31,32,41,42,7,23,6,1,4,5,5,5,4,5
336,2,315.55,1,5,31,32,41,42,4,18,4,2,6,4,5,5,5,4
337,2,320.6,1,5,31,32,41,42,2,31,7,1,6,5,5,5,5,5
338,2,323.95,1,5,31,32,41,42,2,22,7,1,4,4,5,5,5,5
339,2,326.9,1,5,31,32,41,42,6,14,8,1,6,5,5,5,5,5
340,2,332.6,1,5,31,32,41,42,6,29,7,2,6,4,5,5,5,5
341,2,338.2,1,5,31,32,41,42,6,40,6,1,2,5,5,5,5,5
342,2,342.9,1,5,31,32,41,42,5,49,10,3,4,5,5,5,5,5
343,2,349.75,1,5,31,32,41,42,8,49,10,2,6,4,5,5,5,5
344,2,354.8,1,5,31,32,41,42,2,39,13,0,6,4,5,5,0,5
