日期,西德州,杜拜,北海布蘭特,匯率
2011/12/15,93.75,102.99,105.06,30.37
2011/12/16,93.77,101.98,103.94,30.369
2011/12/19,93.82,100.96,104.34,30.398
2011/12/20,97.23,102.25,107.3,30.353
2011/12/21,98.63,104.71,108,30.285
2011/12/22,99.42,105.27,108.43,30.325
2011/12/23,99.61,105.48,108.15,30.296
2011/12/26,99.61,105.48,108.15,30.308
2011/12/27,101.25,105.33,108.15,30.312
2011/12/28,99.42,105.77,107.48,30.31
2011/12/29,99.64,104.61,107.33,30.29
2011/12/30,99.22,104.89,106.93,30.29
2012/1/2,99.22,104.89,106.93,30.315
2012/1/3,103.08,105.91,111.69,30.294
2012/1/4,103.24,108.49,113.43,30.29
2012/1/5,102.53,110.23,113.26,30.266
2012/1/6,101.62,109.92,112.3,30.245
2012/1/9,101.33,110.5,111.7,30.205
2012/1/10,102.29,110.39,112.98,30.051
2012/1/11,100.88,110.95,112.14,29.999
2012/1/12,98.96,110.69,112.08,30.002
2012/1/13,98.91,109.84,110.14,30
2012/1/16,98.91,109.46,110.8,30.07
2012/1/17,100.69,110.29,110.75,29.995
2012/1/18,100.67,109.61,110.07,29.978
2012/1/19,100.32,109.47,110.46,29.941
2012/1/20,98.43,109.5,109.06,29.99
2012/1/23,99.7,109.5,110.03,N/A
2012/1/24,98.91,109.5,109.29,N/A
2012/1/25,99.39,108.29,109.17,N/A
2012/1/26,99.75,108.78,110.08,N/A
2012/1/27,99.6,109.14,110.91,N/A
2012/1/30,98.9,109.75,110.5,29.786
2012/1/31,98.48,109.59,110.63,29.62
2012/2/1,97.59,109.14,111.74,29.695
2012/2/2,96.52,109.67,111.78,29.55
2012/2/3,97.73,109.9,113.38,29.545
2012/2/6,97.1,111.7,115.97,29.6
2012/2/7,98.6,113.25,116.46,29.57
2012/2/8,98.84,113.85,116.95,29.53
2012/2/9,99.85,114.53,118.63,29.495
2012/2/10,98.78,115.22,117.7,29.56
2012/2/13,100.85,115.91,118.7,29.535
2012/2/14,100.84,115.25,118.47,29.595
2012/2/15,101.79,116.43,119.92,29.535
2012/2/16,102.29,116.23,120.61,29.635
2012/2/17,103.37,117.45,119.93,29.583
2012/2/20,103.37,117.98,120.86,29.554
2012/2/21,105.82,117.69,121.55,29.568
2012/2/22,106.1,119.42,123.45,29.582
2012/2/23,107.68,120.22,123.94,29.596
2012/2/24,109.58,121.57,125.21,29.582
2012/2/27,108.55,122.56,124.7,N/A
2012/2/28,106.62,121.81,122.96,N/A
2012/2/29,107.08,120.02,122.68,29.42
2012/3/1,109.36,119.64,126.28,29.487
2012/3/2,107.42,122.25,125.02,29.461
2012/3/5,106.83,121.09,125.19,29.518
2012/3/6,104.78,121.65,123.32,29.538
2012/3/7,106.29,120.75,124.48,29.565
2012/3/8,106.78,123.29,126.79,29.527
2012/3/9,107.37,123.62,126.74,29.504
2012/3/12,106.49,123.67,126.14,29.562
2012/3/13,106.81,124.21,126.93,29.528
2012/3/14,105.54,124.22,125.78,29.56
2012/3/15,105.17,123.64,123.67,29.57
2012/3/16,107.12,122.23,125.42,29.562
2012/3/19,108.12,123.94,125.76,29.532
2012/3/20,105.74,123.17,124.01,29.558
2012/3/21,107.03,123.09,123.94,29.576
2012/3/22,105.21,121.99,122.84,29.574
2012/3/23,106.68,122.18,125.04,29.585
2012/3/26,107.15,122.91,125.81,29.622
2012/3/27,107.31,123.16,125.32,29.584
2012/3/28,105.41,122.07,124.3,29.57
2012/3/29,102.84,121.57,122.78,29.582
2012/3/30,103.1,120.38,123.15,29.53
2012/4/2,105.36,119.97,125.09,29.506
2012/4/3,104.08,121.97,125.24,29.48
2012/4/4,101.72,122,122.63,N/A
2012/4/5,103.26,120.74,123.21,29.519
2012/4/6,103.26,120.74,123.21,29.562
2012/4/9,102.52,119.69,123.21,29.568
2012/4/10,101.08,119.17,120.58,29.57
2012/4/11,102.69,116.77,120.12,29.562
2012/4/12,103.65,117.56,121.06,29.55
2012/4/13,102.85,118.38,121.11,29.528
2012/4/16,103.07,116.23,118.3,29.564
2012/4/17,104.26,115.18,118,29.542
2012/4/18,102.67,115.58,116.55,29.546
2012/4/19,102.29,115.4,117.58,29.532
2012/4/20,103.39,115.45,118.26,29.521
2012/4/23,102.88,114.57,117.55,29.524
2012/4/24,103.34,114.41,117.81,29.526
2012/4/25,103.85,115.18,118.24,29.514
2012/4/26,104.58,115.82,119.58,29.412
2012/4/27,104.89,116.32,119.29,29.332
2012/4/30,104.88,116.38,119.04,29.232
2012/5/1,106.11,116.38,119.04,N/A
2012/5/2,105.21,116.59,117.86,29.24
2012/5/3,102.54,115.55,115.99,29.266
2012/5/4,98.53,112.92,112.49,29.28
2012/5/7,98.09,109.24,112.49,29.382
2012/5/8,97.15,108.97,112.49,29.37
2012/5/9,96.59,108.93,112.68,29.4
2012/5/10,96.98,109.38,112.71,29.395
2012/5/11,96,108.41,112.43,29.41
2012/5/14,94.66,107.94,111.22,29.502
2012/5/15,93.65,108.63,111.73,29.514
2012/5/16,92.79,107.76,111.38,29.635
2012/5/17,92.5,107.16,108.35,29.56
2012/5/18,91.63,104.48,107.66,29.63
2012/5/21,92.71,105.13,108.91,29.578
2012/5/22,91.48,105.5,109.18,29.546
2012/5/23,90.59,103.69,106.19,29.586
2012/5/24,90.51,102.24,106.96,29.645
2012/5/25,90.74,103.84,107.26,29.65
2012/5/28,90.74,104.71,107.45,29.65
2012/5/29,90.78,105.01,107.02,29.645
2012/5/30,87.63,103.39,103.49,29.762
2012/5/31,86.58,101.59,101.75,29.86
2012/6/1,83.27,98.43,98.43,29.931
2012/6/4,84.07,95.16,98.43,30.05
2012/6/5,84.19,95.99,98.43,30
2012/6/6,85.05,97.14,100.91,29.935
2012/6/7,84.56,97.49,99.92,29.906
2012/6/8,84.28,96.51,98.39,29.976
2012/6/11,82.47,98.66,98.05,29.92
2012/6/12,83.31,95.41,96.72,29.991
2012/6/13,82.54,93.84,97.22,29.98
2012/6/14,84.11,95.59,96.81,29.954
2012/6/15,84,96.66,97.29,29.931
2012/6/18,83.12,96.47,95.72,29.886
2012/6/19,84.11,93.85,95.48,29.89
2012/6/20,81.32,94.27,93.1,29.878
2012/6/21,78.21,90.67,89.18,29.902
2012/6/22,79.68,89.15,90.15,29.968
2012/6/25,79.16,89.81,89.87,29.995
2012/6/26,79.39,91.01,91.66,29.99
2012/6/27,80.25,91.24,92.96,29.96
2012/6/28,77.89,91.77,91.39,29.956
2012/6/29,84.86,92.89,96.13,29.9
2012/7/2,83.68,93.72,96.48,29.905
2012/7/3,87.62,95.29,100.56,29.886
2012/7/4,87.62,97.17,99.66,29.866
2012/7/5,87.07,97.96,101.24,29.89
2012/7/6,84.33,97.59,98.33,29.922
2012/7/9,85.87,96.76,100.2,29.975
2012/7/10,83.93,96.41,98.56,29.985
2012/7/11,85.93,96.44,99.69,29.974
2012/7/12,85.97,97.04,100.31,30.013
2012/7/13,87.17,97.68,102.38,30.015
2012/7/16,88.42,98.84,103.59,30.01
2012/7/17,89.1,100.86,104.02,29.988
2012/7/18,89.84,100.89,105.45,30.002
2012/7/19,92.53,102.71,107.79,29.984
2012/7/20,91.42,103.39,106.8,29.995
2012/7/23,88.03,99.62,103.61,30.095
2012/7/24,88.44,100.39,103.47,30.116
2012/7/25,88.86,100.28,103.41,30.206
2012/7/26,89.45,100.49,105.1,30.15
2012/7/27,90.18,102.06,106.27,30.1
2012/7/30,89.75,102.38,106.31,30.08
2012/7/31,87.82,101.9,105.35,30.01
2012/8/1,88.86,101.04,106.37,29.988
2012/8/2,87.14,101.73,106.76,N/A
2012/8/3,91.36,102.45,109.33,30.002
2012/8/6,92.2,104.54,109.76,29.96
2012/8/7,93.53,106.01,112.3,29.955
2012/8/8,93.31,106.87,112.97,29.987
2012/8/9,93.38,106.87,113.37,29.94
2012/8/10,92.98,108.22,112.94,29.99
2012/8/13,92.82,108.63,113.8,30.005
2012/8/14,93.41,109.32,113.9,29.965
2012/8/15,94.28,109.29,115.76,30.002
2012/8/16,95.45,111.23,116.43,30.02
2012/8/17,96.03,111.03,114.45,30.025
2012/8/20,95.97,111.03,114.47,30.03
2012/8/21,96.62,111.61,115.36,29.975
2012/8/22,97.14,111.59,115.38,30.01
2012/8/23,95.99,113.21,116.26,29.96
2012/8/24,95.86,111.54,114.76,30.002
2012/8/27,95.53,111.82,114.76,29.98
2012/8/28,96.37,110.02,112.59,30.007
2012/8/29,95.47,109.49,112.55,29.981
2012/8/30,94.69,110.24,112.72,29.986
2012/8/31,96.44,110.33,114.47,29.966
2012/9/3,97.04,111.79,115.61,29.92
2012/9/4,95.88,113.29,114.42,29.902
2012/9/5,95.41,111.64,113.13,29.905
2012/9/6,95.24,112.09,113.91,29.902
2012/9/7,96.35,111.84,113.97,29.842
2012/9/10,96.53,112.89,114.48,29.74
2012/9/11,97.08,113.11,115.07,29.715
2012/9/12,96.91,113.93,115.69,29.669
2012/9/13,98.18,113.69,116.41,29.699
2012/9/14,98.98,115.41,116.89,29.469
2012/9/17,96.54,114.76,115.2,29.399
2012/9/18,95.31,111.76,112.58,29.46
2012/9/19,91.89,110.79,108.29,29.405
2012/9/20,92.2,105.64,109.5,29.508
2012/9/21,92.77,108.18,111.29,29.45
2012/9/24,91.83,108.17,109.4,29.479
2012/9/25,91.07,108.61,110.46,29.451
2012/9/26,89.9,107.64,109.43,29.497
2012/9/27,91.97,108.09,111.64,29.42
2012/9/28,92.1,110.56,111.69,29.342
2012/10/1,92.52,109.35,112.29,29.402
2012/10/2,91.84,109.59,111.98,29.385
2012/10/3,88,108.28,108.74,29.405
2012/10/4,91.64,106.33,111.66,29.388
2012/10/5,89.86,109.1,112.13,29.368
2012/10/8,89.54,107.73,112.21,29.402
2012/10/9,92.34,108.98,114.51,29.399
2012/10/10,91.31,110.57,115.13,N/A
2012/10/11,92.22,111.16,115.85,29.432
2012/10/12,91.84,111.3,114.82,29.36
2012/10/15,91.88,110.78,115.31,29.345
2012/10/16,92.06,111.61,114.94,29.289
2012/10/17,92.02,112.03,113.4,29.246
2012/10/18,92.08,111.4,112.3,29.269
2012/10/19,90.07,110.21,110.86,29.286
2012/10/22,88.67,108.18,109.51,29.32
2012/10/23,86.48,107.11,107.79,29.328
2012/10/24,85.48,106.6,107.66,29.342
2012/10/25,85.85,106.76,107.98,29.28
2012/10/26,86.15,106.76,109.18,29.3
2012/10/29,85.48,106.42,109.41,29.292
2012/10/30,85.6,106.85,109.18,29.278
2012/10/31,86.16,106.91,109.2,29.26
2012/11/1,86.16,106.81,108.6,29.29
2012/11/2,84.85,106.03,106.22,29.3
2012/11/5,85.76,103.41,106.94,29.305
2012/11/6,88.52,105.13,110.25,29.275
2012/11/7,84.5,108.29,107.63,29.2
2012/11/8,85.09,104.75,107.28,29.202
2012/11/9,86.05,104.81,109.05,29.15
2012/11/12,85.63,106.43,109.73,29.09
2012/11/13,85.35,106.43,108.06,29.129
2012/11/14,86.29,105.89,109.08,29.125
2012/11/15,85.34,107.32,110.03,29.142
2012/11/16,86.63,107.23,108.54,29.272
2012/11/19,89.12,108.41,111.51,29.202
2012/11/20,86.7,109.51,109.89,29.145
2012/11/21,87.08,108.54,110.57,29.179
2012/11/22,87.08,108.74,110.29,29.185
2012/11/23,87.08,108.73,110.93,29.171
2012/11/26,87.81,109.41,110.46,29.143
2012/11/27,87.24,109.06,109.62,29.129
2012/11/28,86.55,108.22,108.92,29.175
2012/11/29,87.97,107.24,110.55,29.147
2012/11/30,88.88,108.98,110.9,29.116
2012/12/3,89.12,108.44,111.18,29.121
2012/12/4,88.5,107.89,109.98,29.116
2012/12/5,87.88,107.47,109.08,29.102
2012/12/6,86.26,106.06,107.19,29.136
2012/12/7,85.9,104.68,107.08,29.125
2012/12/10,85.63,104.59,107.83,29.15
2012/12/11,85.79,104.24,107.81,29.122
2012/12/12,85.79,104.85,109.64,29.108
2012/12/13,85.97,105.66,108.7,29.101
2012/12/14,86.75,105.1,109.12,29.102
2012/12/17,87.32,105.86,108.7,29.1
2012/12/18,87.97,105.78,109.53,29.1
2012/12/19,89.49,106.31,110.72,29.102
2012/12/20,89.86,106.58,110.33,29.12
2012/12/21,88.46,106.78,108.93,29.122
2012/12/24,88.5,106.06,108.5,29.128
2012/12/26,91.01,106.8,108.5,29.128
2012/12/27,90.98,108.08,110.35,29.126
2012/12/28,90.89,107.99,110.14,29.136
2012/12/31,91.75,107.81,110.6,N/A
2013/1/2,92.99,107.61,112.93,29.09
2013/1/3,92.83,107.72,112.97,29.091
2013/1/4,93.05,107.46,112.07,29.125
2013/1/7,93.27,106.66,112.04,29.125
2013/1/8,93.2,107.29,112.48,29.127
2013/1/9,93.12,108,112.31,29.11
2013/1/10,93.82,108.09,112.56,29.088
2013/1/11,93.61,107.81,110.46,29.039
2013/1/14,94.23,106.93,111.62,29.058
2013/1/15,93.35,107.44,111,29.056
2013/1/16,94.24,106.59,110.69,29.099
2013/1/17,95.42,106.47,111.11,29.085
2013/1/18,95.42,107.01,111.85,29.06
2013/1/21,95.42,107.95,112.21,29.07
2013/1/22,96.2,107.86,112.72,29.095
2013/1/23,95.05,108.09,113.26,29.092
2013/1/24,95.54,108.28,113.86,29.138
2013/1/25,95.69,109.13,113.54,29.25
2013/1/28,96.51,108.86,113.63,29.56
2013/1/29,97.47,108.68,114.73,29.559
2013/1/30,97.94,109.62,115.08,29.57
2013/1/31,97.45,110.8,115.63,29.582
2013/2/1,97.68,110.46,116.8,29.668
2013/2/4,96.27,111.67,116.08,29.58
2013/2/5,96.65,110.58,116.77,29.585
2013/2/6,96.65,111.6,116.77,29.622
2013/2/7,95.78,112.36,117.26,29.63
2013/2/8,95.73,112.64,118.94,29.75
2013/2/11,97.03,112.64,118.36,N/A
2013/2/12,97.49,112.64,118.34,N/A
2013/2/13,97.02,113.62,118.58,N/A
2013/2/14,97.33,113.28,118.15,N/A
2013/2/15,95.88,113.1,117.55,N/A
2013/2/18,95.88,113.04,117.5,29.709
2013/2/19,96.6,111.99,117.38,29.686
2013/2/20,94.48,112.25,115.86,29.6
2013/2/21,92.78,109.79,113.97,29.68
2013/2/22,93.06,109.53,113.9,29.658
2013/2/25,93,109.83,114.69,29.702
2013/2/26,92.59,108.8,112.92,29.74
2013/2/27,92.76,108.42,111.87,29.705
2013/2/28,91.93,106.76,110.7,N/A
2013/3/1,90.79,105.63,110.29,29.666
2013/3/4,90.12,104.81,110.09,29.77
2013/3/5,90.82,105.66,111.61,29.72
2013/3/6,90.43,106.84,111.06,29.67
2013/3/7,91.56,106.21,111.15,29.695
2013/3/8,91.87,106.56,109.89,29.718
2013/3/11,92.02,106.44,109.59,29.74
2013/3/12,92.52,105.49,109.16,29.73
2013/3/13,92.38,105.48,107.97,29.735
2013/3/14,92.99,104.57,108.68,29.8
2013/3/15,93.46,105.07,109.55,29.762
2013/3/18,93.81,105.04,109.06,29.813
2013/3/19,92.2,105.86,107.53,29.801
2013/3/20,93.04,104.78,107.9,29.845
2013/3/21,92.26,105.09,107.08,29.853
2013/3/22,93.53,104.13,106.93,29.909
2013/3/25,94.63,105.06,107.24,29.889
2013/3/26,96.32,105.15,108.14,29.891
2013/3/27,96.53,106.23,108.85,29.941
2013/3/28,97.13,107.07,108.69,29.94
2013/4/1,97.09,107.21,109.29,29.928
2013/4/2,97.08,108.41,110.1,29.92
2013/4/3,94.44,107.96,107.45,29.925
2013/4/4,93.21,105.14,105.74,N/A
2013/4/5,92.76,104.19,104.02,N/A
2013/4/8,93.37,103.13,103.88,30.06
2013/4/9,94.2,103.06,105.1,30.05
2013/4/10,94.54,103.73,105.21,29.998
2013/4/11,93.38,103.04,104.59,29.98
2013/4/12,91.22,101.64,101.9,29.995
2013/4/15,88.58,99.28,99.83,29.927
2013/4/16,88.66,97.81,98.9,29.928
2013/4/17,86.74,98.1,97.25,29.9
2013/4/18,88.01,96.71,98.59,29.91
2013/4/19,87.95,98.09,99.17,29.84
2013/4/22,88.94,98.31,99.99,29.87
2013/4/23,89.09,98.16,99.7,29.872
2013/4/24,91.29,99.59,101.13,29.832
2013/4/25,93.26,100.18,102.47,29.75
2013/4/26,92.92,101.07,102.77,29.705
2013/4/29,94.38,101.11,103.32,29.606
2013/4/30,93.36,101.28,101.92,29.616
2013/5/1,91.03,101.28,99.17,N/A
2013/5/2,93.95,97.87,101.56,29.636
2013/5/3,95.53,99.82,104.43,29.61
2013/5/6,96.03,101.96,104.43,29.626
2013/5/7,95.64,102.13,104.95,29.59
2013/5/8,96.55,101.69,104,29.5
2013/5/9,96.11,101.25,103.96,29.51
2013/5/10,95.98,101.43,102.57,29.8
2013/5/13,95.09,100.3,102.52,29.92
2013/5/14,94.17,100,102.63,29.906
2013/5/15,94.26,99.24,102.67,30.028
2013/5/16,95.09,100.08,104.07,30.05
2013/5/17,96,100.86,104.35,30.6
2013/5/20,96.76,101.56,104.7,30.03
2013/5/21,96.03,101.41,103.47,29.942
2013/5/22,94.08,100.39,102.42,29.96
2013/5/23,94.12,98.68,101.48,30.025
2013/5/24,93.87,98.68,101.91,30.03
2013/5/27,93.87,99.43,101.91,29.971
2013/5/28,95.01,100.38,104.07,30.057
2013/5/29,93.07,100.64,102.4,30.12
2013/5/30,93.63,99.14,101.99,30.125
2013/5/31,91.89,98.8,100.38,30.06
2013/6/3,93.46,97.64,101.89,30.07
2013/6/4,93.35,98.81,102.73,30.02
2013/6/5,93.74,100.14,103.34,29.91
2013/6/6,94.84,100.02,103.44,29.915
2013/6/7,96.09,100.4,104.28,29.871
2013/6/10,95.85,100.6,103.69,30.066
2013/6/11,95.4,100.27,102.24,30.16
2013/6/12,95.87,99.92,103.31,N/A
2013/6/13,96.66,99.94,103.8,30.162
2013/6/14,97.82,102.14,105.74,29.97
2013/6/17,97.85,103.28,105.64,29.972
2013/6/18,98.44,102.14,105.56,30.002
2013/6/19,98,103.09,105.81,29.96
2013/6/20,95.05,101.27,102.42,30.16
2013/6/21,93.83,99.79,100.6,30.28
2013/6/24,95.16,97.34,100.51,30.35
2013/6/25,95.24,98.83,101.42,30.26
2013/6/26,95.54,98.62,101.07,30.25
2013/6/27,96.99,98.82,102.87,30.191
2013/6/28,96.52,100.38,102.29,30.12
2013/7/1,98.02,99.22,103.2,30.115
2013/7/2,99.56,99.67,104.01,30.12
2013/7/3,101.21,101.25,105.97,30.302
2013/7/4,101.21,101.67,105.58,30.199
2013/7/5,103.15,101.95,107.5,30.218
2013/7/8,103.13,103.14,107.78,30.342
2013/7/9,103.67,103.3,107.87,30.13
2013/7/10,106.33,103.74,108.48,30.085
2013/7/11,104.79,104.11,107.98,29.952
2013/7/12,106.03,103.47,108.88,29.932
2013/7/15,106.38,104.15,109.33,29.952
2013/7/16,105.96,104.33,109.43,29.878
2013/7/17,106.46,103.89,109.18,29.925
2013/7/18,107.97,104.94,109.18,30.025
2013/7/19,108.18,105.39,108.77,29.978
2013/7/22,106.77,105.34,108.69,29.935
2013/7/23,107.24,104.83,108.91,29.92
2013/7/24,105.25,104.94,107.74,29.942
2013/7/25,105.55,104.51,107.98,29.978
2013/7/26,104.69,104.52,107.51,29.95
2013/7/29,104.6,104.38,107.98,29.96
2013/7/30,103.1,104.68,107.28,30.005
2013/7/31,105.07,104.29,107.75,30.12
2013/8/1,107.85,104.89,109.84,30.125
2013/8/2,106.85,105.86,109.33,30.129
2013/8/5,106.57,105.28,109.41,29.95
2013/8/6,105.37,104.46,108.54,29.995
2013/8/7,104.33,103.79,107.94,30.025
2013/8/8,103.46,103.79,107.08,29.96
2013/8/9,106.02,103.79,108.37,29.955
2013/8/12,106.21,103.95,109.13,29.98
2013/8/13,106.74,105.71,110.24,30.002
2013/8/14,106.85,105.46,110.42,30.032
2013/8/15,107.27,106.99,111.47,30.035
2013/8/16,107.45,106.67,111.23,30.002
2013/8/19,107.07,107.4,110.74,30.032
2013/8/20,105.06,106.38,110.61,30.092
2013/8/21,103.91,106.72,110.24,N/A
2013/8/22,105.08,107.61,110.21,30.127
2013/8/23,106.46,107.76,111.24,30.053
2013/8/26,106.02,108.18,111.24,30.015
2013/8/27,109.01,107.76,114.77,30.06
2013/8/28,109.98,111.65,116.33,30.05
2013/8/29,108.77,112.99,115.91,30.012
2013/8/30,107.7,111.78,114.67,29.983
2013/9/2,107.7,109.1,114.52,29.9
2013/9/3,108.53,109.81,115.63,29.92
2013/9/4,107.14,110.52,115.31,29.885
2013/9/5,108.36,110.14,115.4,29.985
2013/9/6,110.49,110.31,116.6,29.9
2013/9/9,109.38,110.76,114.63,29.825
2013/9/10,107.33,109.18,111.7,29.76
2013/9/11,107.58,108.62,111.97,29.828
2013/9/12,108.58,109.19,112.82,29.783
2013/9/13,108.2,109.51,112.89,29.842
2013/9/16,106.52,109.26,110.97,29.721
2013/9/17,105.36,107.91,109.15,29.76
2013/9/18,108.12,106.69,110.28,29.752
2013/9/19,106.26,108.8,109.8,N/A
2013/9/20,104.72,107.48,109.65,N/A
2013/9/23,103.68,105.74,108.46,29.629
2013/9/24,103.28,104.71,108.22,29.632
2013/9/25,102.77,105.36,108.96,29.69
2013/9/26,102.99,104.85,109.03,29.673
2013/9/27,102.82,105.11,108.92,29.656
2013/9/30,102.42,103.58,108.28,29.67
2013/10/1,101.94,103.41,107.7,29.615
2013/10/2,104.06,103.54,109.16,29.61
2013/10/3,103.15,104.85,109.18,29.532
2013/10/4,103.75,104.99,109.46,29.502
2013/10/7,103.09,104.3,109.85,29.536
2013/10/8,103.5,105.56,110.45,29.542
2013/10/9,101.47,105.82,109.06,29.548
2013/10/10,102.94,105.88,111.65,N/A
2013/10/11,101.93,107.08,110.95,29.49
2013/10/14,102.37,107.56,110.63,29.495
2013/10/15,101.14,107.56,110.07,29.445
2013/10/16,102.25,106.49,110.78,29.46
2013/10/17,100.67,106.74,109.29,29.452
2013/10/18,100.74,105.82,109.71,29.446
2013/10/21,99.25,105.3,109.62,29.482
2013/10/22,97.83,106.59,109.54,29.466
2013/10/23,97.83,106.59,109.54,29.466
2013/10/24,96.84,105.18,106.81,29.452
2013/10/25,97.71,104.47,106.36,29.455
2013/10/28,98.76,104.76,108.81,29.46
2013/10/29,98.21,105.93,108.54,29.472
2013/10/30,96.72,105.78,109.13,29.475
2013/10/31,96.31,106.5,108.14,29.455
2013/11/1,94.48,105.85,106.67,29.47
2013/11/4,94.62,103.99,105.86,29.506
2013/11/5,93.38,104.91,105.25,29.466
2013/11/6,94.79,104.62,105.36,29.48
2013/11/7,94.28,102.46,103.31,29.485
2013/11/8,94.51,102.43,104.67,29.505
2013/11/11,95.2,103.03,106.06,29.625
2013/11/12,93.02,103.46,106.02,29.636
2013/11/13,93.78,103.14,107,29.65
2013/11/14,93.78,104.47,108.4,29.606
2013/11/15,93.71,105.06,108.34,29.62
2013/11/18,93.06,106.09,108.61,29.58
2013/11/19,93.35,106.06,107.59,29.532
2013/11/20,93.62,105.14,108.2,29.572
2013/11/21,95.12,105.77,109.96,29.636
2013/11/22,96.67,107.44,111.22,29.645
2013/11/25,94.1,106.77,111.1,29.675
2013/11/26,93.76,108.56,111.5,29.652
2013/11/27,92.19,108.67,111.3,29.672
2013/11/28,92.19,108.78,111.05,29.68
2013/11/29,92.19,108.68,110.26,29.679
2013/12/2,93.92,107.34,111.59,29.636
2013/12/3,96.04,108.26,112.9,29.702
2013/12/4,97.12,108.95,112.62,29.692
2013/12/5,97.45,108.34,111.57,29.69
2013/12/6,97.63,108.17,111.67,29.665
2013/12/9,97.47,107.93,109.73,29.63
2013/12/10,98.47,106.53,109.17,29.635
2013/12/11,97.42,106.42,109.55,29.64
2013/12/12,97.46,106.94,108.82,29.66
2013/12/13,96.55,105.71,108.48,29.689
2013/12/16,97.5,106.13,110.44,29.706
2013/12/17,97.13,105.93,108.69,29.716
2013/12/18,97.79,105.65,109.75,29.745
2013/12/19,98.62,106.34,110.66,29.945
2013/12/20,99.06,107.09,111.98,29.98
2013/12/23,98.74,108.48,111.67,30.009
2013/12/24,99.02,108.47,111.66,30.039
2013/12/25,99.02,108.47,111.66,30.047
2013/12/26,99.57,108.5,111.66,30.06
2013/12/27,100.24,108.86,111.29,30.025
2013/12/30,99.33,108.77,110.9,30.03
2013/12/31,98.55,107.88,110.55,29.95
2014/1/2,95.49,107.79,107.89,29.979
2014/1/3,94.06,105.22,106.72,30.039
2014/1/6,93.63,104.29,106.71,30.235
2014/1/7,93.74,104.11,107.15,30.315
2014/1/8,92.39,104.14,107.24,30.24
2014/1/9,91.95,104.06,106.85,30.252
2014/1/10,92.73,103.99,106.88,30.212
2014/1/13,91.72,103.51,107.61,30.112
2014/1/14,92.54,103.21,106.9,30.159
2014/1/15,94.26,102.61,107.68,30.236
2014/1/16,93.98,103.01,107.32,30.256
2014/1/17,94.26,102.81,107.48,30.221
2014/1/20,94.26,103.28,107.55,30.256
2014/1/21,95.04,103.73,108.23,30.29
2014/1/22,96.76,103.94,109.23,30.32
2014/1/23,97.39,104.63,108.83,30.41
2014/1/24,96.73,104.13,108.62,30.42
2014/1/27,95.85,104.29,107.75,30.511
2014/1/28,97.38,103.82,108.01,30.451
2014/1/29,97.3,103.78,108.37,30.376
2014/1/30,98.15,103.77,108.8,N/A
2014/1/31,97.45,103.77,107.27,N/A
2014/2/3,96.59,102.26,106.49,N/A
2014/2/4,97.33,101.98,106.54,N/A
2014/2/5,97.39,102.19,106.63,30.42
2014/2/6,97.83,102.58,107.63,30.429
2014/2/7,99.92,103.35,109.38,30.406
2014/2/10,100.16,105.13,109.49,30.38
2014/2/11,99.94,104.98,109.05,30.406
2014/2/12,100.33,105.19,108.84,30.346
2014/2/13,100.3,104.81,108.79,30.408
2014/2/14,100.31,105.08,108.81,30.347
2014/2/17,100.31,106.25,109.14,30.285
2014/2/18,102.55,106.73,110.22,30.339
2014/2/19,103.51,106.84,110.29,30.332
2014/2/20,102.99,106.52,109.83,30.392
2014/2/21,102.3,106.57,110.09,30.395
2014/2/24,102.97,106.26,110.19,30.425
2014/2/25,102.11,106.34,109.31,30.402
2014/2/26,102.62,105.65,109.45,30.35
2014/2/27,102.34,105.55,108.73,30.355
2014/2/28,102.56,105.39,108.93,N/A
2014/3/3,104.91,107.25,111.31,30.369
2014/3/4,103.29,106.06,109.25,30.38
2014/3/5,101.39,105.34,108.12,30.352
2014/3/6,101.67,103.94,108.08,30.323
2014/3/7,102.59,104.31,109.08,30.302
2014/3/10,101.18,104.26,108.29,30.325
2014/3/11,99.89,104.21,108.53,30.305
2014/3/12,98.08,103.79,107.98,30.375
2014/3/13,98.23,104.14,107.24,30.352
2014/3/14,98.99,103.96,108.34,30.381
2014/3/17,98.11,104.66,106.75,30.352
2014/3/18,99.7,103.46,106.83,30.386
2014/3/19,100.31,103.4,105.94,30.437
2014/3/20,99.32,103.47,106.07,30.589
2014/3/21,99.66,104.2,107.08,30.652
2014/3/24,99.79,103.66,106.79,30.622
2014/3/25,99.37,104.01,107.01,30.619
2014/3/26,100.26,104.29,106.51,30.605
2014/3/27,101.28,104.04,107.2,30.582
2014/3/28,101.47,104.58,107.36,30.552
2014/3/31,101.57,104.44,106.95,30.51
2014/4/1,99.67,104.11,105.68,30.435
2014/4/2,99.62,102.44,104,30.375
2014/4/3,100.29,101.29,105.49,30.38
2014/4/4,101.1,103.04,106.64,N/A
2014/4/7,100.57,102.36,105.46,30.32
2014/4/8,102.55,103.16,106.76,30.27
2014/4/9,103.53,104.09,107.69,30.162
2014/4/10,103.32,104.56,107.22,30.13
2014/4/11,103.65,104.13,107.4,30.132
2014/4/14,103.91,105.16,108.44,30.233
2014/4/15,103.67,105.36,108.89,30.235
2014/4/16,103.76,106.4,109.72,30.201
2014/4/17,104.34,105.84,109.21,30.221
2014/4/18,104.34,105.84,109.21,30.23
2014/4/21,104.39,105.76,109.21,30.268
