日期,西德州,杜拜,北海布蘭特,匯率
2002/7/8,26.07,23.85,25.09,33.513
2002/7/9,26.09,23.96,25.18,33.38
2002/7/10,26.77,24.68,25.99,33.282
2002/7/11,26.83,24.61,26.02,33.284
2002/7/12,26.83,26.83,26.02,33.284
2002/7/16,26.73,22.38,26.11,33.1
2002/7/18,27.88,25.28,26.55,33.04
2002/7/19,27.57,25.12,26.49,33.023
2002/7/22,27.83,25.36,26.64,33.028
2002/7/23,26.6,24.46,25.61,33.289
2002/7/24,26.69,24.52,25.5,33.437
2002/7/25,26.72,24.54,25.44,33.409
2002/7/29,26.35,24.35,25.25,33.894
2002/7/30,27.15,24.3,25.68,33.807
2002/7/31,26.8,24.97,25.9,33.758
2002/8/1,26.25,24.52,25.47,33.667
2002/8/2,26.6,24.58,25.31,33.723
2002/8/5,26.35,24.87,25.8,33.828
2002/8/6,26.97,24.52,25.82,34.03
2002/8/7,26.32,24.88,25.24,33.895
2002/8/8,26.32,24.88,25.24,33.998
2002/8/9,26.65,24.45,25.65,33.919
2002/8/12,27.6,24.98,26.27,33.87
2002/8/13,27.65,25.35,26.44,33.845
2002/8/14,28.15,25.06,26.81,33.735
2002/8/15,29.1,25.21,26.9,33.825
2002/8/16,27.41,25.89,27,33.89
2002/8/19,29.6,26.22,27.69,33.985
2002/8/20,29.85,25.76,27.33,34
2002/8/21,30.09,25.96,27.91,33.995
2002/8/22,29.78,26.61,27.91,34.057
2002/8/23,29.5,25.89,27.34,34.139
2002/8/26,29,25.83,27.8,34.245
2002/8/27,28.58,26.05,27.23,34.236
2002/8/28,28.05,25.91,26.91,34.23
2002/8/29,28.65,26.53,27.36,34.193
2002/8/30,28.7,26.48,27.48,34.247
2002/9/2,28.7,26.48,27.41,34.325
2002/9/3,27.5,25.5,26.72,34.325
2002/9/4,28.05,26.45,27.13,34.236
2002/9/5,28.79,26.68,27.69,34.122
2002/9/6,29.44,27.81,28.31,N/A
2002/9/9,29.5,27.58,28.49,34.254
2002/9/10,29.5,26.86,28.43,34.303
2002/9/11,29.6,27.05,28.51,34.395
2002/9/12,28.68,26.45,27.78,34.41
2002/9/13,29.65,26.96,28.67,34.41
2002/9/16,29.65,26.91,28.72,34.776
2002/9/17,28.9,26.63,27.91,34.781
2002/9/18,29.3,26.88,28.24,34.685
2002/9/19,29.43,26.86,28.33,34.62
2002/9/20,29.5,26.71,28.34,34.772
2002/9/23,30.55,27.73,29.39,34.82
2002/9/24,30.7,27.3,29.08,34.835
2002/9/25,30.28,27.37,29.31,34.9
2002/9/26,30.25,27.15,28.98,34.993
2002/9/27,30.35,27.21,29.04,34.921
2002/9/30,30.3,27.3,28.85,34.918
2002/10/1,30.68,27.51,29.05,34.915
2002/10/2,30.34,27.47,28.89,34.979
2002/10/3,29.65,27.28,28.42,34.993
2002/10/4,29.5,27.23,28.48,34.994
2002/10/7,29.5,27.43,28.58,35.069
2002/10/8,29.4,26.96,28.4,35.118
2002/10/9,29.35,27.05,28.38,35.111
2002/10/10,28.95,26.51,26.51,N/A
2002/10/11,29.38,26.84,28.31,35.157
2002/10/14,30,27.31,28.71,35.168
2002/10/15,29.7,27.05,28.78,35.168
2002/10/16,29.45,26.8,28.82,34.97
2002/10/17,29.3,27.09,28.61,34.85
2002/10/18,29.45,26.93,28.4,34.928
2002/10/21,28.2,25.73,27.18,34.895
2002/10/22,27.8,25.33,26.71,34.926
2002/10/23,27.95,25.67,26.87,34.79
2002/10/24,27.75,25.66,26.86,34.805
2002/10/25,26.7,25.04,26.12,34.805
2002/10/28,27,24.26,25.84,34.899
2002/10/29,26.65,24.52,25.85,34.815
2002/10/30,26.57,24.31,25.56,34.81
2002/10/31,26.97,24.34,25.67,34.761
2002/11/1,26.85,24.29,25.67,34.795
2002/11/4,26.7,23.84,25.04,34.698
2002/11/5,25.85,22.89,24.14,34.625
2002/11/6,25.53,22.49,23.72,34.685
2002/11/7,25.15,22.31,23.51,34.596
2002/11/8,25.15,22.31,23.51,34.505
2002/11/11,25.62,22.65,23.62,34.415
2002/11/12,25.55,22.59,23.78,34.565
2002/11/13,24.85,21.76,22.68,34.619
2002/11/14,24.95,22.14,22.92,34.736
2002/11/15,25.15,22.4,23.22,34.71
2002/11/18,26.35,23.19,24,34.757
2002/11/19,26.05,23.21,23.82,34.781
2002/11/20,26.6,23.08,24.38,34.865
2002/11/21,26.55,23.66,24.57,34.798
2002/11/22,26.3,23.71,25.12,34.757
2002/11/25,26.7,23.65,24.43,34.804
2002/11/26,26.13,23.87,24.71,34.773
2002/11/27,26.6,24.23,25.13,34.82
2002/11/28,26.6,24.15,25.04,34.805
2002/11/29,26.6,23.95,25.1,34.812
2002/12/2,27,24.45,25.65,34.838
2002/12/3,27.05,24.84,25.88,34.888
2002/12/4,26.5,23.99,25.46,34.881
2002/12/5,27.05,24.35,26.09,34.944
2002/12/6,26.7,24.13,26.26,34.902
2002/12/9,26.98,24.41,26.21,34.805
2002/12/10,27.55,24.61,26.9,34.854
2002/12/11,27.25,24.96,26.85,34.86
2002/12/12,27.85,24.82,27.03,34.838
2002/12/13,28.5,25.26,27.4,34.835
2002/12/16,30.08,26.42,29.53,34.796
2002/12/17,30.05,26.15,29,34.785
2002/12/18,30.38,26.93,29.73,34.848
2002/12/19,30.48,26.58,29.96,34.885
2002/12/20,30.25,26.41,30.18,34.853
2002/12/23,31.8,27.2,31.43,34.818
2002/12/24,32,28.08,31.36,34.848
2002/12/26,32.4,27.71,31.83,34.868
2002/12/27,32.65,27.76,31.71,34.878
2002/12/30,31.34,28.35,31.71,34.835
2002/12/31,31.21,27.18,30.21,34.753
2003/1/2,31.88,27.47,31.01,34.791
2003/1/3,31.88,27.47,31.01,34.806
2003/1/6,32.35,28.62,30.47,34.645
2003/1/7,31.3,26.71,29.72,34.599
2003/1/8,30.6,26.14,28.93,34.642
2003/1/9,32,26.88,30.04,34.559
2003/1/10,32.08,26.98,30.89,34.594
2003/1/13,32.25,27.53,30.45,34.558
2003/1/14,32.38,28.7,31.69,34.528
2003/1/15,33.2,27.91,31.96,34.49
2003/1/16,33.55,28.44,34.36,34.45
2003/1/17,33.65,27.11,31.82,34.467
2003/1/20,33.65,28.46,32.36,34.485
2003/1/21,34.25,28.13,31.78,34.68
2003/1/22,34.45,28.54,32.05,34.644
2003/1/23,33.85,28.38,31.48,34.658
2003/1/24,35.03,27.91,31.74,34.575
2003/1/27,32.28,28.43,31.48,34.56
2003/1/28,32.68,28.46,31.53,34.66
2003/1/29,33.63,28.53,32,34.655
2003/1/30,33.85,29.27,32.38,34.703
2003/1/31,33.53,29.41,32.52,N/A
2003/2/3,32.45,29.41,31.1,N/A
2003/2/4,33.27,28.63,31.18,N/A
2003/2/5,33.65,29.63,31.14,N/A
2003/2/6,33.9,29.68,31.61,34.734
2003/2/7,34.8,29.59,32.03,34.757
2003/2/10,34.15,29.66,32.07,34.779
2003/2/11,35.43,29.9,32.53,34.855
2003/2/12,35.38,30.13,32.55,34.815
2003/2/13,36.05,30.47,33.04,34.817
2003/2/14,36.5,30.09,33.45,34.819
2003/2/17,36.5,29.14,32.08,34.832
2003/2/18,36.5,29.14,32.08,34.788
2003/2/19,36.85,29.59,33.39,34.804
2003/2/20,36.5,29.46,32.24,34.792
2003/2/21,36.68,28.49,32.77,34.751
2003/2/24,37.8,29.22,33.39,34.778
2003/2/25,36.2,30.05,33.39,34.74
2003/2/26,37.4,29.27,33.73,34.784
2003/2/27,36.9,30.02,33.88,34.746
2003/2/28,36.3,29.97,34,N/A
2003/3/3,34.23,29.31,33.32,34.759
2003/3/4,36.6,31.03,34.08,34.662
2003/3/5,36.4,30.76,33.99,34.615
2003/3/6,36.75,31.1,34.67,34.668
2003/3/7,37.5,30.81,35.04,34.64
2003/3/10,37,31.21,34.89,34.597
2003/3/11,36.5,31.11,33.82,34.62
2003/3/12,37.65,29.94,34.01,34.721
2003/3/13,35.85,30.18,33.57,34.739
2003/3/14,35.2,27.56,31.37,34.707
2003/3/17,34.91,28.21,30.25,34.703
2003/3/18,31.8,25.51,28.19,34.73
2003/3/19,30,25.23,28.32,34.78
2003/3/20,28.75,25.21,27.53,34.775
2003/3/21,27.63,24.53,27.53,34.791
2003/3/24,29.3,24.24,26.31,34.788
2003/3/25,30.4,24.98,26.78,34.753
2003/3/26,28.75,24.01,25.93,34.794
2003/3/27,30.48,24.71,27.31,34.79
2003/3/28,30.34,25.34,27.81,34.792
2003/3/31,31.14,25.81,28.09,34.75
2003/4/1,29.88,25.28,27.24,34.768
2003/4/2,28.53,24.01,25.37,34.798
2003/4/3,29.05,23.83,26.08,34.812
2003/4/4,28.53,22.91,25.44,34.825
2003/4/7,27.8,22.2,24.78,34.844
2003/4/8,27.85,23.18,25.11,34.818
2003/4/9,28.7,23.21,25.35,34.812
2003/4/10,27.25,23.4,24.95,34.767
2003/4/11,27.9,22.9,24.26,34.796
2003/4/14,28.38,23.15,24.91,34.806
2003/4/15,28.98,23.56,24.86,34.813
2003/4/16,28.88,23.71,24.98,34.797
2003/4/17,30.27,24.29,25.4,34.778
2003/4/18,30.27,24.29,25.4,34.785
2003/4/21,30.63,24.44,25.84,34.81
2003/4/22,30.63,24.44,25.84,34.816
2003/4/23,27.58,23.81,24.44,34.812
2003/4/24,26.6,23.4,23.76,34.856
2003/4/25,26.03,23.06,24.29,34.944
2003/4/28,25.42,22.98,23.05,34.938
2003/4/29,25.63,23.01,23.69,34.898
2003/4/30,25.6,22.86,23.46,34.849
2003/5/1,25.6,22.86,23.46,N/A
2003/5/2,25.4,23.36,23.12,34.792
2003/5/5,26.19,22.63,23.39,34.801
2003/5/6,25.44,22.91,23.69,34.745
2003/5/7,25.92,22.74,23.85,34.712
2003/5/8,26.67,23.87,24.75,34.719
2003/5/9,27.4,24.31,24.9,34.775
2003/5/12,27.05,24.78,25.04,34.715
2003/5/13,28.15,24.23,25.88,34.721
2003/5/14,28.8,24.83,26.8,34.691
2003/5/15,28.35,25.26,26.36,34.647
2003/5/16,28.3,24.73,26.38,34.708
2003/5/19,28.57,24.54,27.27,34.628
2003/5/20,29.27,23.74,26.8,34.695
2003/5/21,29.19,24.86,27.35,34.657
2003/5/22,29.46,24.62,27.33,34.69
2003/5/23,29.58,24.61,26.78,34.707
2003/5/26,29.58,24.37,26.78,34.709
2003/5/27,29.35,24.13,26.88,34.712
2003/5/28,28.6,24.04,26.06,34.73
2003/5/29,28.85,24.47,26.32,34.772
2003/5/30,29.28,24.36,26.63,34.712
2003/6/2,30.42,24.57,27.87,34.699
2003/6/3,30.35,25.18,28.09,34.687
2003/6/4,30.01,25.33,27.62,N/A
2003/6/5,30.74,24.85,28.03,34.665
2003/6/6,30.9,25.35,28.56,34.665
2003/6/9,30.9,25.35,28.56,34.662
2003/6/10,31.36,25.67,28.55,34.677
2003/6/11,32.03,25.59,28.47,34.682
2003/6/12,32.27,25.92,28.95,34.667
2003/6/13,30.27,24.64,28.63,34.645
2003/6/16,30.8,24.33,27.21,34.599
2003/6/17,30.59,24.61,26.97,34.522
2003/6/18,29.99,24.35,26.55,34.545
2003/6/19,29.59,24.3,26.43,34.614
2003/6/20,30.44,24.18,27.37,34.593
2003/6/23,29.9,25.31,26.97,34.591
2003/6/24,29.88,24.95,26.63,34.58
2003/6/25,31.05,25.08,27.64,34.556
2003/6/26,28.78,25.76,26.7,34.576
2003/6/27,29.03,25.22,27.25,34.615
2003/6/30,29.9,25.79,28.45,34.612
2003/7/1,30.15,26.04,28.38,34.584
2003/7/2,30.33,26.4,27.86,34.536
2003/7/3,30.1,26.53,28.24,34.465
2003/7/7,29.9,25.67,27.81,34.405
2003/7/8,29.95,25.56,27.97,34.38
2003/7/9,30.6,26.36,28.59,34.35
2003/7/10,30.8,26.7,28.6,34.341
2003/7/11,31,26.9,29.05,34.4
2003/7/14,31,26.73,28.88,34.376
2003/7/15,31.2,27.36,28.72,34.364
2003/7/16,31.61,27.3,28.6,34.41
2003/7/17,31.01,27.16,28.63,34.42
2003/7/18,31.6,26.24,29.19,34.468
2003/7/21,31.6,26.56,29.21,34.425
2003/7/22,29.8,26.28,27.63,34.441
2003/7/23,30.12,26.27,27.83,34.417
2003/7/24,30.62,26.5,28.09,34.398
2003/7/25,30.15,25.97,28.32,34.405
2003/7/28,29.75,25.88,28.05,34.388
2003/7/29,30.2,26.57,28.38,34.38
2003/7/30,30.7,26.62,28.29,34.4
2003/7/31,30.15,26.66,28.67,34.417
2003/8/1,31.96,26.39,30.21,34.51
2003/8/4,31.46,27.4,29.88,34.43
2003/8/5,31.85,27.75,30.22,34.46
2003/8/6,31.36,27.48,29.75,34.466
2003/8/7,31.99,27.56,30.92,34.446
2003/8/8,31.79,27.98,30.27,34.415
2003/8/11,31.65,27.55,30.46,34.389
2003/8/12,31.54,27.18,30.4,34.382
2003/8/13,30.39,27.72,29.56,34.385
2003/8/14,30.72,26.85,29.21,34.387
2003/8/15,30.7,27.06,29.28,34.358
2003/8/18,30.7,27.06,29.07,34.358
2003/8/19,30.34,26.67,28.92,34.353
2003/8/20,30.59,26.29,29.05,34.298
2003/8/21,31.39,26.29,30.01,34.238
2003/8/22,31.28,27.61,30.12,34.217
2003/8/25,31.18,27.56,30.14,34.18
2003/8/26,31.68,27.3,30.26,34.194
2003/8/27,30.93,26.8,29.72,34.209
2003/8/28,31.23,27.21,29.97,34.21
2003/8/29,31.46,27.42,30.01,34.17
2003/9/1,31.26,27.24,29.62,34.112
2003/9/2,29.11,26.66,27.84,34.115
2003/9/3,29.2,25.98,27.95,34.095
2003/9/4,28.69,25.94,27.61,34.12
2003/9/5,28.67,25.56,27.55,34.117
2003/9/8,28.63,25.41,27.5,34.129
2003/9/9,28.94,25.33,27.57,34.097
2003/9/10,28.58,25.76,27.25,34.09
2003/9/12,28.03,25.25,27.05,34.1
2003/9/15,27.85,24.6,27,34.147
2003/9/16,27.28,24.77,26.28,34.103
2003/9/17,26.73,24.43,25.73,34.09
2003/9/18,26.88,23.99,26.7,34.091
2003/9/19,26.8,24.05,25.49,34.058
2003/9/22,26.7,23.66,25.55,33.805
2003/9/23,26.69,23.99,25.67,33.735
2003/9/24,27.85,23.78,26.88,33.76
2003/9/25,27.9,25.06,27.07,33.795
2003/9/26,27.95,24.74,27.04,33.791
2003/9/29,28.3,24.99,27.27,33.79
2003/9/30,29,25.2,28.26,33.78
2003/10/1,29.23,25.69,28.44,33.81
2003/10/2,29.67,26.21,28.86,33.768
2003/10/3,30.27,25.91,29.29,33.767
2003/10/6,30.3,26.72,29.5,33.81
2003/10/7,30.3,26.58,29.63,33.793
2003/10/8,29.73,26.52,29.26,33.768
2003/10/9,32.05,27.52,31.83,33.743
2003/10/13,32.05,28.13,31.61,33.71
2003/10/14,32.03,27.99,31.63,34.051
2003/10/15,31.94,27.61,31.99,33.9
2003/10/16,31.44,28.62,31.2,33.95
2003/10/17,30.84,27.51,29.1,33.92
2003/10/20,30.52,27.51,29.43,33.915
2003/10/21,30.36,26.29,29.46,34
2003/10/22,29.91,26.38,29.11,34.005
2003/10/23,30.35,26.13,29.4,33.975
2003/10/24,30.3,26.93,29.48,34.02
2003/10/27,30.12,26.28,29.65,33.992
2003/10/28,29.59,27.06,28.86,33.988
2003/10/29,29.15,26.08,28.21,33.945
2003/10/30,28.7,25.63,27.65,33.91
2003/10/31,28.9,25.64,27.92,33.98
2003/11/3,28.67,25.88,27.74,34.025
2003/11/4,28.43,25.5,27.46,34.025
2003/11/5,30.07,25.59,28.57,34.018
2003/11/6,30,26.47,28.39,34.02
2003/11/7,30.6,26.9,28.46,34.012
2003/11/10,30.58,27.27,29.14,33.975
2003/11/11,30.85,26.83,29.1,34.029
2003/11/12,31,27.11,29.31,34.009
2003/11/13,31.58,27.5,29.34,33.995
2003/11/14,32,27.27,29.69,33.984
2003/11/17,31.4,27.35,29.29,34.024
2003/11/18,31.64,26.78,30.58,34.024
2003/11/19,32.59,27.93,29.94,34.004
2003/11/20,32.51,27.89,29.66,34.027
2003/11/21,31.65,27.71,29.39,34.045
2003/11/24,29.55,26.96,28.07,34.07
2003/11/25,29.3,26.27,28.01,34.11
2003/11/26,30.05,26.36,28.54,34.18
2003/11/27,31.05,26.27,28.83,34.22
2003/11/28,30.05,26.79,29.01,34.208
2003/12/1,29.7,26.09,28.48,34.167
2003/12/2,30.53,26.75,29.15,34.148
2003/12/3,30.88,26.94,29.38,34.115
2003/12/4,31.08,27.45,29.47,34.098
2003/12/5,30.48,27.16,28.82,34.104
2003/12/8,31.33,27.88,30.53,34.06
2003/12/9,31.55,27.83,30.36,34.015
2003/12/10,31.7,28.03,30.3,34.04
2003/12/11,31.68,27.73,30.12,34.048
2003/12/12,32.85,27.68,30.74,34.028
2003/12/15,32.9,28.2,30.69,34.015
2003/12/16,32.6,28.44,30.59,34.016
2003/12/17,33.05,28.27,30.8,34.042
2003/12/18,33.5,28.88,31,34.054
2003/12/19,32.83,28.69,30.55,34.052
2003/12/22,31.83,27.86,29.49,34.058
2003/12/23,31.53,27.03,29.63,34.05
2003/12/24,32.58,27.23,29.78,34.056
2003/12/29,32.14,27.53,29.48,34.061
2003/12/30,32.5,27.78,29.94,34.033
2003/12/31,32.25,27.82,30.3,33.978
2004/1/2,32.25,27.66,30.04,33.976
2004/1/5,33.5,28.22,31.05,33.9
2004/1/6,33.48,29.28,31.12,33.83
2004/1/7,33.47,28.72,31.13,33.809
2004/1/8,33.81,28.82,31.75,33.797
2004/1/9,34.2,29.47,32.09,33.788
2004/1/12,34.57,28.7,32.63,33.717
2004/1/13,34.88,29.56,32.59,33.718
2004/1/14,34.23,28.81,32.1,33.69
2004/1/15,33.33,28.82,30.57,33.7
2004/1/16,34.85,27.71,31.68,33.685
2004/1/19,34.85,28.45,31.64,33.68
2004/1/20,35.93,28.85,32.41,33.719
2004/1/21,34.53,28.85,32.04,N/A
2004/1/22,33.93,28.85,32.24,N/A
2004/1/23,34.63,28.85,32.09,N/A
2004/1/26,34.13,28.49,31.58,N/A
2004/1/27,34,28.56,30.61,33.525
2004/1/28,33.15,28.23,30.39,33.368
2004/1/29,32.08,27.61,29.39,33.388
2004/1/30,32.38,27.56,29.57,33.39
2004/2/2,34.28,27.06,30.43,33.333
2004/2/3,33.28,27.87,29.5,33.273
2004/2/4,32.23,27.75,29.13,33.288
2004/2/5,32.33,26.9,29.71,33.285
2004/2/6,31.68,27.22,29.02,33.295
2004/2/9,32.13,26.97,29.36,33.227
2004/2/10,33.03,27.32,30.35,33.195
2004/2/11,33.03,27.96,30.23,33.149
2004/2/12,33.13,27.7,30.18,33.129
2004/2/13,33.8,28.18,30.8,33.13
2004/2/16,33.8,28.45,31.07,33.105
2004/2/17,34.48,28.48,30.99,33.107
2004/2/18,34.6,29.15,31.54,33.1
2004/2/19,35.18,28.91,31.3,33.179
2004/2/20,34.83,28.86,31.21,33.22
2004/2/23,35,28.39,31.4,33.299
2004/2/24,35.35,28.97,31.43,33.301
2004/2/25,36.63,28.58,33.03,33.252
2004/2/26,36.85,29.14,32.39,33.311
2004/2/27,35.93,29.18,33.18,33.365
2004/3/1,36.1,29.87,34.36,33.32
2004/3/2,36.53,30.33,34.21,33.323
2004/3/3,35.58,30.01,32.24,33.377
2004/3/4,36.5,29.79,33.9,33.342
2004/3/5,37.13,30.61,34.36,33.401
2004/3/8,36.35,30.61,33.8,33.403
2004/3/9,36.1,30.07,33.18,33.327
2004/3/10,35.95,29.46,32.93,33.384
2004/3/11,36.58,29.78,33.59,33.387
2004/3/12,35.98,30.23,33.05,33.472
2004/3/15,36.7,30.05,34.32,33.427
2004/3/16,37.25,30.02,34.75,33.36
2004/3/17,37.95,30.48,35.61,33.293
2004/3/18,37.65,30.54,35.39,33.228
2004/3/19,37.8,30.52,34.67,33.253
2004/3/22,36.85,30.37,34.14,33.285
2004/3/23,37.43,30.38,34.67,33.285
2004/3/24,37.43,30.98,34.21,33.251
2004/3/25,35.4,29.8,33.03,33.278
2004/3/26,35.5,29.63,32.99,33.274
2004/3/29,35.28,29.41,32.74,33.194
2004/3/30,36.07,29.75,33.32,33.16
2004/3/31,35.59,30.36,32.27,33.02
2004/4/1,34.1,29.59,32.31,32.95
2004/4/2,34.23,28.14,30.87,32.929
2004/4/5,34.23,28.69,31.33,32.949
2004/4/6,34.8,28.64,31.96,32.99
2004/4/7,35.98,29.19,33.11,32.924
2004/4/8,36.9,30.87,34.15,32.91
2004/4/12,37.62,31.19,34.15,32.884
2004/4/13,36.99,31.31,33.55,32.798
2004/4/14,36.38,30.79,33.65,32.92
2004/4/15,37.25,30.88,34.17,33.015
2004/4/16,37.4,31.77,33.92,32.975
2004/4/19,37.05,31.64,33.51,32.925
2004/4/20,37.25,30.88,33.28,32.945
2004/4/21,36.25,30.48,32.63,33.021
2004/4/22,37.19,30.62,33.56,33.11
2004/4/23,36.9,31.26,33.31,33.093
2004/4/26,36.73,31.24,33.8,33.062
2004/4/27,37.29,31.73,34.37,33.044
2004/4/28,37.2,31.83,34.4,33.081
2004/4/29,37.08,31.77,34.55,33.295
2004/4/30,37.13,32.4,34.89,33.369
2004/5/3,38,32.11,35.17,33.328
2004/5/4,38.75,32.63,35.93,33.277
2004/5/5,39.35,33.1,36.12,33.252
2004/5/6,39.15,34.06,36.59,33.195
2004/5/7,39.72,34.2,37.34,33.314
2004/5/10,38.75,32.9,36.53,33.6
2004/5/11,39.9,34.41,37.91,33.647
2004/5/12,40.58,34.42,38.49,33.505
2004/5/13,40.88,35,38.23,33.621
2004/5/14,41.22,35.79,39.1,33.663
2004/5/17,41.39,34.71,39.13,33.686
2004/5/18,40.34,34.28,38.07,33.683
2004/5/19,41.32,34.9,39.02,33.516
2004/5/20,40.75,35.03,38.38,33.617
2004/5/21,39.83,33.91,37.43,33.549
2004/5/24,41.77,34.15,38.99,33.588
2004/5/25,41.08,34.4,38.28,33.619
2004/5/26,40.45,34.58,37.73,33.561
2004/5/27,39.23,33.75,36.83,33.537
2004/5/28,39.68,33.94,37.07,33.449
2004/5/31,39.68,33.84,36.79,33.389
2004/6/1,42.11,35.67,39.5,33.445
2004/6/2,39.73,35.67,37.24,33.559
2004/6/3,39.07,34.47,36.68,33.591
2004/6/4,38.27,33.39,35.8,33.582
2004/6/7,38.47,32.72,35.94,33.487
2004/6/8,37.07,33.82,35.1,33.47
2004/6/9,37.34,32.45,35.19,33.425
2004/6/10,38.24,32.87,35.81,33.53
2004/6/11,38.24,33.17,35.65,33.605
2004/6/14,37.39,33.08,35.33,33.7
2004/6/15,37,33.41,34.58,33.696
2004/6/16,37.28,32.54,34.77,33.694
2004/6/17,38.44,32.75,35.77,33.711
2004/6/18,38.74,33.47,35.75,33.785
2004/6/21,37.63,33.6,35.13,33.775
2004/6/22,38.15,32.6,35.15,N/A
2004/6/23,37.73,33.04,34.59,33.78
2004/6/24,37.75,32.81,34.89,33.707
2004/6/25,37.35,32.24,34.59,33.68
2004/6/28,36.08,31.15,33.28,33.751
2004/6/29,35.55,31.33,32.45,33.767
2004/6/30,36.95,31.08,33.79,33.775
2004/7/1,38.65,33.23,35.36,33.699
2004/7/2,38.31,33.6,35.21,33.724
2004/7/5,38.31,33.91,35.65,33.71
2004/7/6,39.61,34.45,36.21,33.733
2004/7/7,38.98,33.9,36.35,33.712
2004/7/8,40.27,34.22,37.99,33.746
2004/7/9,39.93,34.24,37.67,33.719
2004/7/12,39.48,33.88,36.87,33.7
2004/7/13,39.35,33.48,36.56,33.732
2004/7/14,40.86,33.72,38.33,33.787
2004/7/15,40.62,34.78,38.11,33.911
2004/7/16,40.85,34.66,38.84,33.877
2004/7/19,41.47,34.83,38.91,33.876
2004/7/20,40.59,34.42,38.3,33.935
2004/7/21,40.56,34.01,38.56,33.946
2004/7/22,41.16,34.1,39.42,33.994
2004/7/23,41.23,34.78,39.63,34.065
2004/7/26,41.29,34.96,39.42,34.098
2004/7/27,41.74,35.04,39.99,34.135
2004/7/28,42.8,35.53,41.12,34.199
2004/7/29,42.68,35.49,41,34.185
2004/7/30,43.73,36.21,41.88,34.136
2004/8/2,43.74,36.09,41.83,34.103
2004/8/3,44.06,36.59,42.85,34.1
2004/8/4,42.38,36.99,41.97,34.173
2004/8/5,44.32,36.39,43.52,34.155
2004/8/6,43.86,36.85,43.07,34.156
2004/8/9,44.77,36.85,43.42,34.106
2004/8/10,44.46,37.89,43.34,34.098
2004/8/11,44.69,37.84,43.25,34.14
2004/8/12,45.34,38.29,44.16,34.14
2004/8/13,46.43,38.95,44.99,34.192
2004/8/16,45.84,39.43,45.16,34.195
2004/8/17,46.41,38.45,44.57,34.188
2004/8/18,46.9,39.51,44.18,34.179
2004/8/19,48.33,39.81,45.36,34.07
2004/8/20,47.49,41.01,44.12,34.046
2004/8/23,46.05,39.55,43.49,34.068
2004/8/24,45.34,38.91,42.84,N/A
2004/8/25,43.25,37.91,41.34,N/A
2004/8/26,42.75,36.3,40.9,34.075
2004/8/27,42.8,36.77,40.8,34.065
2004/8/30,42.11,36.62,40.8,34.079
2004/8/31,41.76,35.61,39.57,34.053
2004/9/1,43.64,37.05,41.35,33.963
2004/9/2,43.71,37.41,41.59,33.92
2004/9/3,43.65,36.37,41.21,33.907
2004/9/6,43.65,35.36,40.51,33.933
2004/9/7,42.97,35.49,40.7,33.929
2004/9/8,42.48,35.82,40.35,33.914
2004/9/9,44.34,36.81,42.29,33.902
2004/9/10,42.55,35.88,40.2,33.925
2004/9/13,43.68,35.35,41.18,33.907
2004/9/14,44.25,35.61,41.63,33.87
2004/9/15,43.39,35.07,40.93,33.811
2004/9/16,43.67,34.63,41.19,33.834
2004/9/17,45.4,35.49,43.36,33.868
2004/9/20,46.23,35.53,44,33.893
2004/9/21,47.07,36.61,44.35,33.92
2004/9/22,48.35,36.66,45.82,33.902
2004/9/23,48.46,37.06,46.19,33.96
2004/9/24,48.88,36.72,46.44,33.981
2004/9/27,49.64,37.11,46.83,33.998
2004/9/28,49.81,38.51,47.52,N/A
2004/9/29,49.51,38.37,47.02,34.01
2004/9/30,49.54,38.89,47.15,33.984
2004/10/1,50.13,38.22,47.31,33.94
2004/10/4,49.88,38.26,46.76,33.876
2004/10/5,51.09,38.36,47.54,33.918
2004/10/6,52.03,38.35,47.36,33.919
2004/10/7,52.68,38.9,48.62,33.907
2004/10/8,53.32,38.9,49.69,33.88
2004/10/11,53.62,39.33,51.02,33.827
2004/10/12,52.49,39.29,50.29,33.878
2004/10/13,53.64,37.86,51.03,33.89
2004/10/14,54.54,38.74,51.57,33.87
2004/10/15,54.74,37.76,51.17,33.866
2004/10/18,53.52,37.31,50.39,33.862
2004/10/19,53.07,38.8,49.26,33.856
2004/10/20,54.67,38.94,50.88,33.814
2004/10/21,54.27,39.69,50.98,33.796
2004/10/22,55.17,39.54,51.99,33.796
2004/10/25,55.4,39.26,51.51,N/A
2004/10/26,55.03,38.87,52.06,33.693
2004/10/27,52.24,39.85,49.8,33.615
2004/10/28,50.68,39.51,48.58,33.52
2004/10/29,51.72,38.62,48.8,33.435
2004/11/1,49.89,37.1,46.88,33.46
2004/11/2,49.38,37.15,45.68,33.482
2004/11/3,50.56,38.83,46.64,33.427
2004/11/4,48.53,37.56,45.02,33.285
2004/11/5,49.32,36.06,45.33,33.075
2004/11/8,48.81,36.61,44.69,32.89
2004/11/9,47.05,36.27,41.94,32.974
2004/11/10,48.62,35.36,42.19,33.117
2004/11/11,47.17,35.94,41.82,33.091
2004/11/12,47.03,33.89,41.26,32.99
2004/11/15,46.88,33.15,40.7,32.802
2004/11/16,45.82,33.15,41.06,32.819
2004/11/17,46.55,33.49,41.64,32.659
2004/11/18,45.93,34.13,40.58,32.42
2004/11/19,48.15,34.57,42.48,32.554
2004/11/22,48.35,34.94,42.69,32.479
2004/11/23,48.65,34.7,43.08,32.487
